cleanprice	dirtyprice	netwage	timeendowment	virtualinc	leisuregood	netwageinst	cleangood	dirtygood	obs
1.621333	1.105	14.07909	70	113.6402	70		55.49712	21.41256	729
1.618	1.088667	8.358652	70	91.52092	40	9.492586	187.3409	35.97321	730
1.618	1.088667	8.83512	70	405.7683	30	8.840705	410.6803	86.98007	731
1.614333	1.074333	12.35876	70	163.2873	70		89.15347	18.02406	732
1.618	1.088667	11.8743	70	-110.5491	30	10.38991	212.9172	18.30044	733
1.621333	1.105	16.18443	70	227	70		125.0633	21.9283	734
1.614333	1.074333	9.930098	70	-131.7072	35	9.658072	125.6055	12.17213	735
1.614333	1.074333	6.648535	70	272.4075	15	6.664147	370.0504	37.8768	736
1.618	1.088667	6.020735	70	-93.96207	30	7.569211	80.09596	15.86532	737
1.614333	1.074333	10.45162	70	84.88461	70		49.00808	5.370057	738
1.621333	1.105	10.76299	70	-113.2736	30	10.19594	175.8094	29.14077	739
1.614333	1.074333	6.808643	70	-38.29755	20	7.580621	172.8625	21.48023	740
1.614333	1.074333	8.256936	70	143.3496	40	7.480577	229.1372	19.69021	741
1.618	1.088667	8.413973	70	171.186	20	7.611274	352.7384	19.43097	742
1.621333	1.105	9.794957	70	226.9269	70		130.2341	14.27504	743
1.618	1.088667	6.795625	70	32.78246	45	8.76078	120.8876	6.500542	744
1.618	1.088667	7.484533	70	185.311	30	7.934608	291.005	12.71845	745
1.614333	1.074333	5.356941	70	74.07555	36	6.664147	138.4115	30.50192	746
1.618	1.088667	14.42893	70	152.3077	70		82.72321	16.95794	747
1.614333	1.074333	5.936596	70	20.20859	30	7.611274	143.7457	23.84644	748
1.618	1.088667	5.634891	70	-7.586563	35	8.625621	111.498	8.478968	749
1.614333	1.074333	7.472503	70	106.7072	30	10.27129	228.0051	34.93427	750
1.621333	1.105	16.43634	70	155.5271	70		90.62101	7.783042	751
1.618	1.088667	13.59319	70	148.0769	70		87.95284	5.299355	752
1.618	1.088667	10.35583	70	-174.1754	30	7.789265	144.0881	6.359226	753
1.621333	1.105	7.542204	70	378.9647	40	7.008339	350.4239	33.55378	754
1.621333	1.105	9.524189	70	-85.44833	30	7.48714	175.8643	9.397841	755
1.618	1.088667	8.884035	70	-61.65276	35	8.823692	123.8471	44.92086	756
1.621333	1.105	10.06639	70	380.0702	25	9.331006	491.8435	32.23112	757
1.618	1.088667	13.72238	70	-105.6836	30	10.19594	261.8499	17.94715	758
1.614333	1.074333	5.069827	70	-50.49316	30	6.144197	81.77456	18.88476	759
1.621333	1.105	10.68812	70	271.9231	70		154.1941	19.83989	760
1.618	1.088667	11.67659	70	-247.8048	27	9.833471	144.6111	18.65373	761
1.614333	1.074333	14.73211	70	316.4423	70		165.572	45.75288	762
1.621333	1.105	6.254432	70	180.5544	37	8.945534	222.2233	24.1199	763
1.621333	1.105	6.014657	70	25.77913	30	7.398963	160.9668	4.872955	764
1.618	1.088667	9.611192	70	-167.4284	30	11.0441	119.2949	22.04531	765
1.614333	1.074333	10.61224	70	161.3519	65	5.984004	121.098	17.61146	766
1.614333	1.074333	11.93371	70	227.3077	70		107.1173	50.62173	767
1.614333	1.074333	12.26435	70	362.8269	70		212.2691	18.7594	768
1.614333	1.074333	11.50269	70	142.7628	70		68.94563	29.28471	769
1.614333	1.074333	6.293613	70	163.9227	55	7.189777	154.7793	7.876083	770
1.618	1.088667	8.493879	70	-29.12213	20	9.774086	223.7737	30.77708	771
1.621333	1.105	9.201327	70	-161.9539	35	7.189777	86.68883	17.68424	772
1.618	1.088667	11.45268	70	299.2599	32	10.84639	388.2286	97.64944	773
1.621333	1.105	10.70043	70	-167.7096	30	7.611274	154.8583	8.353637	774
1.621333	1.105	5.385802	70	47.71767	32	7.611274	130.9424	36.26871	775
1.618	1.088667	4.833094	70	-80.64233	22	7.48714	83.12732	15.47412	776
1.621333	1.105	7.659545	70	-9.660309	25	10.70612	195.2453	16.70727	777
1.621333	1.105	13.38245	70	213.7308	70		122.5724	13.57466	778
1.621333	1.105	8.614285	70	107.7363	30	7.517054	255.9147	33.83223	779
1.621333	1.105	13.17664	70	-69.14261	30	11.56872	250.2214	47.26767	780
1.614333	1.074333	9.134517	70	58.29449	30	10.27129	237.6862	37.20484	781
1.618	1.088667	6.162895	70	187.5419	30	6.664147	255.0038	19.7136	782
1.614333	1.074333	7.116086	70	471.7762	25	7.934608	469.3054	32.00554	783
1.621333	1.105	9.848481	70	281.6417	40	10.33719	346.6876	13.57466	784
1.614333	1.074333	6.16551	70	17.87961	30	8.171315	158.1267	8.592091	785
1.618	1.088667	11.36487	70	-194.6813	30	9.584575	147.731	19.18366	786
1.621333	1.105	8.449873	70	-153.4366	25	6.664147	127.1745	18.65646	787
1.621333	1.105	8.528433	70	-.9065552	30	8.117391	165.3435	65.2976	788
1.621333	1.105	8.314032	70	212.3041	30	10.33241	318.4582	25.82666	789
1.614333	1.074333	11.94701	70	66.24115	15	8.625621	409.3259	58.21141	790
1.621333	1.105	7.56746	70	-75.19981	40	7.580621	78.54475	22.15093	791
1.618	1.088667	10.85205	70	95.90694	70		49.41524	14.65378	792
1.621333	1.105	6.893847	70	10.81476	30	7.591007	160.5953	23.70149	793
1.614333	1.074333	8.713058	70	111.4584	30	7.48714	266.1613	28.2107	794
1.621333	1.105	7.587792	70	225.6999	30	6.385244	316.0148	15.24539	795
1.621333	1.105	9.283854	70	56.10742	30	8.354532	240.9223	33.34494	796
1.618	1.088667	7.254194	70	44.10667	45	10.19594	135.067	6.359226	797
1.621333	1.105	9.105538	70	-79.59305	15	7.686724	234.9799	36.40794	798
1.614333	1.074333	14.79075	70	147.3846	70		84.67415	9.952505	799
1.621333	1.105	15.67018	70	185.5592	70		101.2299	19.39534	800
1.618	1.088667	6.277373	70	798.0566	25	8.379578	653.3707	21.48005	801
1.621333	1.105	4.292006	70	136.9266	33	7.008339	179.2684	4.5945	802
1.618	1.088667	10.80444	70	138.682	20	10.77637	395.5382	35.75298	803
1.618	1.088667	6.58118	70	32.32974	30	8.457677	156.5917	38.77361	804
1.621333	1.105	5.77342	70	-32.26373	30	7.789265	118.9074	5.325444	805
1.618	1.088667	8.302524	70	-64.10748	30	7.703619	151.4124	21.13426	806
1.618	1.088667	15.56556	70	116.6195	70		65.25143	10.14336	807
1.621333	1.105	5.342209	70	-38.43782	25	7.366963	109.8556	21.58281	808
1.621333	1.105	7.717746	70	193.2816	39	9.833471	248.458	26.87646	809
1.621333	1.105	8.921956	70	-43.8067	30	8.045596	187.3919	8.368128	810
1.621333	1.105	5.885905	70	-176.8794	22	6.54529	62.4743	3.938762	811
1.618	1.088667	7.075748	70	-210.3718	10	8.891979	107.0291	37.66075	812
1.618	1.088667	15.1649	70	261.8462	70		156.8413	7.419097	813
1.621333	1.105	5.52438	70	325.749	25	7.284191	325.7765	41.76818	814
1.614333	1.074333	11.93415	70	-55.21207	30	11.8183	237.4402	36.15838	815
1.618	1.088667	6.778642	70	-22.57523	30	7.848479	145.0706	12.71845	816
1.621333	1.105	5.022705	70	313.209	25	7.284191	321.1981	16.70727	817
1.614333	1.074333	5.880921	70	.3397217	26	7.826355	155.4458	7.594407	818
1.614333	1.074333	8.143002	70	97.81839	30	7.580621	229.9115	48.76012	819
1.621333	1.105	11.51411	70	216.8642	70		133.3877	.5414671	820
1.621333	1.105	10.59417	70	-181.9591	30	9.884476	136.2364	18.93491	821
1.621333	1.105	8.643042	70	-43.81784	30	8.840705	164.3827	32.02228	822
1.614333	1.074333	6.058453	70	310.6426	30	7.591007	338.6371	5.871262	823
1.621333	1.105	10.58142	70	66.22412	30	8.625621	262.4146	57.93596	824
1.614333	1.074333	6.012321	70	19.65833	24	7.848479	167.8432	23.52173	825
1.621333	1.105	8.125015	70	44.06903	38	7.388261	177.8139	14.27504	826
1.618	1.088667	11.33835	70	-350.1678	25	10.77637	91.79185	10.59871	827
1.614333	1.074333	10.21112	70	498.5764	20	8.38537	594.6118	45.82449	828
1.614333	1.074333	13.62649	70	152.3826	30	10.84639	387.2401	67.30471	829
1.621333	1.105	10.5061	70	-104.5274	34	9.75195	145.0848	34.80682	830
1.614333	1.074333	11.06359	70	222.2308	70		120.7929	25.34667	831
1.618	1.088667	8.981563	70	70.8721	30	10.70612	247.302	27.55664	832
1.618	1.088667	7.352518	70	149.278	20	10.87019	307.205	18.22978	833
1.621333	1.105	5.763691	70	158.9524	30	7.477626	229.8915	15.17577	834
1.614333	1.074333	7.969212	70	-2.383484	10	9.563519	251.0205	65.65789	835
1.618	1.088667	11.23067	70	-73.89948	25	10.87019	256.2637	15.47412	836
1.621333	1.105	8.475428	70	32.92108	30	9.492586	214.9769	21.16644	837
1.621333	1.105	13.8905	70	138.93	70		80.73027	7.27543	838
1.614333	1.074333	13.57794	70	132.6913	70		76.13087	9.113289	839
1.621333	1.105	5.047494	70	93.43472	50	7.265485	111.3519	12.53046	840
1.621333	1.105	12.21242	70	333.4174	20	10.77637	569.4031	18.8653	841
1.621333	1.105	11.76752	70	-112.5767	25	11.31152	238.1468	27.91507	842
1.618	1.088667	10.32452	70	385.3821	55	10.42518	326.0554	11.65858	843
1.618	1.088667	8.204683	70	247.7935	30	8.625621	349.565	9.538837	844
1.614333	1.074333	15.58025	70	153.0385	70		82.83962	17.97179	845
1.614333	1.074333	8.183196	70	-40.69617	5	10.96953	295.7043	12.88814	846
1.618	1.088667	15.75712	70	105.6538	70		63.23096	3.073626	847
1.618	1.088667	6.277373	70	-20.38341	30	8.379578	128.8509	20.42018	848
1.621333	1.105	8.761475	70	-103.8734	14	9.884476	214.9228	34.66759	849
1.621333	1.105	19.68739	70	123.1088	70		71.5479	6.430633	850
1.621333	1.105	8.190169	70	358.374	30	6.87686	398.9001	35.50296	851
1.614333	1.074333	6.545761	70	-29.30106	30	7.517054	134.3367	14.58126	852
1.618	1.088667	10.18215	70	592.2548	22	10.22845	648.3299	29.39375	853
1.621333	1.105	4.139049	70	132.9801	22	7.653315	186.9709	25.80291	854
1.614333	1.074333	14.75386	70	105.1666	70		59.7534	8.102387	855
1.618	1.088667	12.07968	70	-307.7451	30	7.783207	102.7265	8.478968	856
1.618	1.088667	9.000776	70	39.14978	40	9.774086	181.6702	13.9903	857
1.618	1.088667	9.986133	70	-99.63763	30	10.61952	169.749	23.10519	858
1.614333	1.074333	5.527343	70	109.214	30	8.451418	175.7334	43.39006	859
1.618	1.088667	7.295748	70	84.44547	28	7.611274	211.453	44.76667	860
1.621333	1.105	10.71689	70	-37.61359	20	10.19594	295.341	17.54264	861
1.618	1.088667	7.925799	70	261.6411	30	8.521103	342.9566	21.83334	862
1.614333	1.074333	10.90725	70	328.9984	15	10.71969	559.2528	24.27266	863
1.621333	1.105	12.15325	70	149.9112	70		80.71052	17.24213	864
1.614333	1.074333	11.47198	70	71.10089	20	10.57399	379.11	30.42826	865
1.621333	1.105	11.44359	70	-117.2037	31	9.173833	175.6508	40.09746	866
1.614333	1.074333	11.59753	70	-202.462	30	11.0441	159.0847	4.303497	867
1.618	1.088667	12.48309	70	103.5034	30	11.85104	319.138	79.41966	868
1.618	1.088667	18.38429	70	102.5495	70		54.13168	13.74567	869
1.618	1.088667	4.862787	70	5.851288	30	6.830693	114.1168	14.44124	870
1.618	1.088667	6.760714	70	40.34067	30	6.330573	168.917	34.41048	871
1.618	1.088667	6.495093	70	65.5907	28	7.279958	185.3665	35.32903	872
1.621333	1.105	10.59517	70	62.33282	64	10.73056	69.82619	11.48625	873
1.618	1.088667	10.81228	70	-317.554	30	7.708594	57.44957	20.19325	874
1.618	1.088667	9.692624	70	-191.5236	30	6.867798	112.7777	12.59062	875
1.618	1.088667	11.01578	70	20.83435	40	11.20759	195.493	32.14942	876
1.618	1.088667	8.562898	70	44.12782	65	8.904615	27.34858	39.21522	877
1.618	1.088667	14.77252	70	-10.9944	60	7.934608	69.4352	22.39861	878
1.618	1.088667	11.81765	70	77.19595	70		45.41449	3.412719	879
1.618	1.088667	10.94504	70	207.5287	30	9.249084	385.1621	20.33486	880
1.618	1.088667	17.48305	70	145.3368	70		69.21121	30.63663	881
1.618	1.088667	10.67344	70	108.9086	30	10.73056	304.4594	39.70983	882
1.618	1.088667	16.03818	70	148.8077	70		88.26186	5.511329	883
1.621333	1.105	9.065239	70	82.38461	70		47.61039	4.698921	884
1.618	1.088667	16.25823	70	-479.3965	32	10.01244	68.16753	25.83076	885
1.618	1.088667	13.64855	70	113.9231	70		70.12456	.4239484	886
1.618	1.088667	8.522583	70	-122.7938	34	7.864063	97.18788	24.589	887
1.621333	1.105	5.168618	70	-142.5759	18	6.448095	65.02246	18.79568	888
1.618	1.088667	5.515099	70	102.9537	30	6.910153	173.8019	38.89726	889
1.618	1.088667	12.48769	70	175.2885	70		98.63792	14.41424	890
1.618	1.088667	5.051899	70	-87.00793	30	5.728871	66.07484	7.494419	891
1.618	1.088667	7.226002	70	-145.2708	30	8.904615	83.056	8.620283	892
1.618	1.088667	19.10697	70	-169.3316	50	10.77637	119.8773	17.31122	893
1.621333	1.105	8.752837	70	-193.7097	30	8.904615	93.61953	4.176818	894
1.618	1.088667	6.719589	70	42.41054	35	8.14485	157.5425	20.84413	895
1.618	1.088667	7.974325	70	-93.9538	30	8.904615	129.0886	14.83819	896
1.618	1.088667	12.9691	70	360.4615	70		216.1263	9.892129	897
1.618	1.088667	9.647483	70	29.3699	30	11.0441	248.6688	11.87055	898
1.618	1.088667	8.657434	70	-111.9049	0	9.678391	270.966	51.15644	899
1.621333	1.105	5.229671	70	51.69476	30	8.464993	146.5805	21.01877	900
1.618	1.088667	7.416435	70	146.1398	20	8.720592	304.4357	22.39861	901
1.618	1.088667	8.076427	70	-125.3983	20	10.01883	161.0012	16.46333	902
1.621333	1.105	7.665722	70	-56.35628	40	10.70612	95.97988	16.28959	903
1.618	1.088667	7.513735	70	-121.1456	30	8.966632	96.99772	20.63215	904
1.618	1.088667	14.67345	70	-169.1389	50	8.645234	66.85065	14.84918	905
1.618	1.088667	7.567964	70	119.2298	10	8.945534	330.8929	34.83442	906
1.618	1.088667	8.264956	70	73.99362	40	7.766281	184.4751	21.55071	907
1.618	1.088667	6.08748	70	23.87601	20	8.464993	177.2487	38.0847	908
1.618	1.088667	9.123859	70	93.71869	30	8.940347	250.5824	48.89538	909
1.621333	1.105	8.121955	70	356.8967	25	9.833471	431.5062	20.60564	910
1.621333	1.105	3.514321	70	139.2089	30	7.180542	157.7437	21.74358	911
1.621333	1.105	9.985901	70	234.3487	63	10.73056	166.3517	31.25653	912
1.618	1.088667	10.7389	70	-496.7261	2	7.48714	123.2647	31.30152	913
1.621333	1.105	10.86166	70	-174.3256	30	10.80738	155.792	6.832547	914
1.621333	1.105	12.27024	70	82.31583	40	10.08059	268.1791	14.13157	915
1.618	1.088667	8.466725	70	-21.41901	30	8.388193	181.8603	21.12676	916
1.618	1.088667	10.13652	70	291.8758	25	9.843281	435.6399	39.63917	917
1.618	1.088667	5.117712	70	111.8416	35	7.826355	171.7457	12.01187	918
1.618	1.088667	11.6746	70	-182.753	5	11.05503	337.5606	27.48598	919
1.621333	1.105	15.76243	70	182.6154	70		95.83755	24.64323	920
1.618	1.088667	9.959917	70	-4.111237	20	9.833471	283.0893	32.92665	921
1.621333	1.105	5.222191	70	-201.8603	10	9.099207	55.15997	19.94431	922
1.621333	1.105	9.381941	70	71.48041	70		37.51334	9.645949	923
1.618	1.088667	9.118461	70	102.377	30	9.193105	251.6164	55.11329	924
1.618	1.088667	10.56193	70	52.00555	35	10.61952	227.3343	49.46064	925
1.621333	1.105	8.375513	70	71.87817	20	10.73056	278.5694	35.29412	926
1.618	1.088667	10.27631	70	-171.1808	44	6.385244	47.13148	18.1365	927
1.621333	1.105	9.179518	70	-102.3287	10	9.892452	240.7681	52.5583	928
1.621333	1.105	6.354184	70	798.1838	45	9.068842	575.5234	21.64984	929
1.621333	1.105	10.87464	70	-129.351	30	10.27129	184.2382	6.265228	930
1.618	1.088667	11.17549	70	34.47546	20	11.0441	300.4778	98.35602	931
1.621333	1.105	8.576111	70	218.5173	25	9.710769	344.6712	41.28089	932
1.621333	1.105	9.816635	70	116.0913	20	9.27433	340.4131	49.77375	933
1.621333	1.105	7.808366	70	-63.29044	10	8.188035	231.3741	27.21894	934
1.621333	1.105	9.811657	70	144.0769	70		85.49469	4.942568	935
1.618	1.088667	5.821105	70	-43.13564	30	6.801314	99.43163	26.48028	936
1.621333	1.105	5.803341	70	120.1489	32	8.349216	190.428	28.89465	937
1.618	1.088667	5.734445	70	145.6024	70		83.6107	9.479774	938
1.618	1.088667	9.017304	70	3.38858	38	8.966632	170.3551	14.97951	939
1.621333	1.105	7.983505	70	-92.00482	12	6.728979	213.9502	21.85868	940
1.621333	1.105	6.785277	70	-76.72833	33	7.760965	98.12674	13.7835	941
1.621333	1.105	7.122166	70	44.90456	46	10.27129	122.6614	15.34981	942
1.621333	1.105	8.678068	70	-147.642	30	7.883411	100.7362	32.71841	943
1.621333	1.105	12.15471	70	-220.4959	30	9.173833	151.9167	17.54264	944
1.618	1.088667	6.59048	70	38.10339	45	7.180542	111.3079	20.91479	945
1.618	1.088667	6.49788	70	71.67662	50	6.056859	122.0981	3.74721	946
1.621333	1.105	9.261811	70	74.87372	30	9.249084	256.0808	27.28855	947
1.618	1.088667	9.884773	70	270.1154	70		140.7483	38.93259	948
1.621333	1.105	11.52843	70	87.2461	70		44.21654	14.07814	949
1.618	1.088667	14.97034	70	-1.362762	55	10.19594	126.7234	16.6753	950
1.621333	1.105	8.484314	70	173.8582	30	8.281214	307.5341	13.22659	951
1.618	1.088667	16.28251	70	222.4797	70		127.3744	15.05315	952
1.621333	1.105	8.892878	70	437.5669	30	7.766606	481.3543	11.62548	953
1.621333	1.105	9.967924	70	140.6154	70		71.78327	21.9283	954
1.621333	1.105	11.39688	70	86.13461	70		47.19525	8.701706	955
1.621333	1.105	10.95337	70	83.61539	70		47.53922	5.91716	956
1.621333	1.105	5.505195	70	-38.16858	30	6.567108	101.6091	15.65332	957
1.621333	1.105	7.616148	70	-149.7674	22	11.39498	123.1418	14.61887	958
1.621333	1.105	5.448339	70	69.4126	30	9.678391	160.5991	24.39958	959
1.618	1.088667	12.52143	70	29.0466	30	8.349216	288.8062	57.51566	960
1.618	1.088667	11.92351	70	-339.6346	15	10.08059	176.3397	28.32891	961
1.618	1.088667	14.42583	70	469.944	50	7.580621	461.5591	10.70854	962
1.618	1.088667	4.789863	70	332.6202	46	8.457677	259.9838	24.73032	963
1.621333	1.105	6.295247	70	70.80673	50	6.330573	103.6136	25.99042	964
1.618	1.088667	10.45565	70	-36.47467	20	9.678391	284.159	24.37703	965
1.618	1.088667	8.1441	70	55.88983	30	7.011922	221.1895	21.83334	966
1.618	1.088667	12.8753	70	-80.73468	10	10.80738	421.8495	8.478968	967
1.618	1.088667	4.626518	70	129.8901	70		56.91413	34.72414	968
1.621333	1.105	11.52054	70	239.3077	70		123.8772	34.80682	969
1.621333	1.105	4.602563	70	72.07413	30	6.056859	146.2618	17.2285	970
1.618	1.088667	9.725532	70	92.76923	70		47.73224	14.27293	971
1.618	1.088667	5.828139	70	137.0584	30	6.527035	201.0568	41.21931	972
1.618	1.088667	8.385605	70	264.418	26	7.48714	327.0419	95.74167	973
1.618	1.088667	7.08034	70	54.7244	40	8.393257	148.3194	24.9423	974
1.621333	1.105	12.95823	70	-11.43646	45	11.39498	174.6307	26.59241	975
1.618	1.088667	21.38938	70	328	70		197.2521	8.125677	976
1.618	1.088667	8.889343	70	108.0609	30	11.31152	275.7084	16.11004	977
1.618	1.088667	7.561513	70	367.8324	70		211.0669	24.18199	978
1.618	1.088667	8.150271	70	-136.8446	5	7.731923	224.7789	26.85006	979
1.621333	1.105	12.56919	70	-98.65131	0	10.73056	465.3577	24.15594	980
1.618	1.088667	8.150532	70	-.7135925	30	7.23342	185.1764	23.59979	981
1.618	1.088667	5.064257	70	133.7012	45	8.281214	146.8099	20.91479	982
1.618	1.088667	8.871295	70	-271.9864	30	9.734087	45.50965	8.478968	983
1.621333	1.105	14.89485	70	383.5385	70		220.284	23.87748	984
1.621333	1.105	6.511874	70	-48.53433	25	8.14485	124.8972	38.00905	985
1.618	1.088667	9.012498	70	-104.5384	30	8.508667	143.0303	22.53992	986
1.621333	1.105	10.57122	70	-144.849	30	10.57399	155.9021	22.83327	987
1.621333	1.105	7.79331	70	164.9691	20	9.710769	325.0055	25.06091	988
1.621333	1.105	8.881919	70	29.43478	30	9.077651	214.5077	33.41455	989
1.621333	1.105	6.6465	70	-54.89845	30	7.612978	97.61671	47.68534	990
1.621333	1.105	9.381941	70	100.4589	70		54.15398	11.45457	991
1.621333	1.105	10.70527	70	-152.8911	20	9.249084	230.7981	7.395228	992
1.621333	1.105	7.246931	70	88.89786	30	8.38537	222.1423	16.84022	993
1.618	1.088667	7.475829	70	236.313	30	10.19594	307.5735	34.62245	994
1.618	1.088667	14.9418	70	134.8398	70		74.59684	12.99033	995
1.618	1.088667	15.43925	70	519.1539	70		292.0034	42.88944	996
1.618	1.088667	7.682485	70	338.2648	45	6.450675	324.8193	4.3808	997
1.621333	1.105	13.73255	70	192.9231	70		106.7142	18.01253	998
1.621333	1.105	9.262198	70	-82.46872	30	8.940347	154.1585	34.45876	999
1.618	1.088667	6.267546	70	250.8113	45	8.457677	233.4078	27.41533	1000
1.618	1.088667	3.674529	70	101.3026	40	8.007001	108.8713	32.50271	1001
1.621333	1.105	6.423535	70	-.8844147	45	6.984166	85.9013	18.48807	1002
1.621333	1.105	8.091685	70	114.8549	25	10.77637	270.7529	36.19909	1003
1.621333	1.105	14.03119	70	-403.7041	20	10.84639	167.741	23.43076	1004
1.618	1.088667	14.01469	70	23.93842	25	11.05503	382.285	33.12533	1005
1.618	1.088667	6.630837	70	94.86267	30	9.017816	198.6902	35.47034	1006
1.621333	1.105	10.92823	70	-47.33574	50	5.728871	91.80428	20.25649	1007
1.621333	1.105	12.35045	70	7.867805	60	7.783207	79.34991	2.461214	1008
1.618	1.088667	5.874146	70	128.141	40	7.591007	166.005	32.856	1009
1.621333	1.105	9.088388	70	-175.3236	25	8.904615	117.8754	38.49634	1010
1.621333	1.105	8.865344	70	284.8896	20	9.27433	411.603	55.03275	1011
1.618	1.088667	9.501433	70	-154.5987	28	7.284191	131.6915	28.82849	1012
1.618	1.088667	11.8693	70	359.2474	30	8.393257	458.5552	84.5777	1013
1.618	1.088667	7.627295	70	203.25	70		85.61139	59.45876	1014
1.618	1.088667	6.861148	70	156.5349	30	9.833471	248.4905	26.56743	1015
1.621333	1.105	14.89485	70	331.0769	70		172.8871	45.945	1016
1.621333	1.105	5.454891	70	59.27992	25	8.174042	165.2723	33.29272	1017
1.621333	1.105	9.814316	70	-245.0584	28	7.098536	94.4613	12.66031	1018
1.618	1.088667	14.22836	70	-400.5961	30	10.00732	79.91823	36.03561	1019
1.621333	1.105	4.903067	70	-119.2126	22	7.267834	56.12072	22.75496	1020
1.621333	1.105	10.16728	70	131.9434	30	10.19594	308.0204	35.50296	1021
1.618	1.088667	7.582023	70	-88.88551	34	7.988459	94.3413	28.86382	1022
1.618	1.088667	5.716422	70	-27.57997	30	7.23342	117.1912	10.52805	1023
1.621333	1.105	13.79561	70	-154.5167	30	10.96953	220.4264	36.12948	1024
1.621333	1.105	16.71467	70	86.98829	70		49.93346	5.456573	1025
1.621333	1.105	3.966765	70	106.9913	42	4.770863	124.3049	14.95122	1026
1.614333	1.074333	5.977396	70	10.71384	18	7.477626	167.6329	47.3997	1027
1.614333	1.074333	7.844291	70	-215.161	30	7.228603	46.38067	22.09437	1028
1.621333	1.105	7.602896	70	222.2688	30	5.870903	303.6912	30.76923	1029
1.618	1.088667	5.25618	70	79.20425	30	6.760908	152.6731	38.97098	1030
1.614333	1.074333	18.4673	70	150.8634	70		83.47305	14.99544	1031
1.614333	1.074333	9.046529	70	56.52347	30	7.760965	237.0114	33.29435	1032
1.614333	1.074333	10.18307	70	207.3582	25	9.563519	390.0515	33.43755	1033
1.621333	1.105	12.25792	70	137.6923	70		82.60059	3.411069	1034
1.618	1.088667	8.493257	70	85.61591	30	7.580621	244.0572	27.98059	1035
1.618	1.088667	5.318952	70	-73.93114	30	6.527035	80.09651	8.478968	1036
1.621333	1.105	6.159799	70	122.6906	30	7.48714	184.8674	62.76096	1037
1.614333	1.074333	8.255415	70	38.01416	30	10.19594	224.5271	5.370057	1038
1.618	1.088667	10.19809	70	37.73026	30	11.05503	259.7461	23.31716	1039
1.614333	1.074333	9.46772	70	-299.386	20	10.31208	91.29751	24.77386	1040
1.618	1.088667	15.45364	70	108.3289	70		55.59872	16.874	1041
1.618	1.088667	5.4983	70	85.54184	30	7.580621	166.3169	33.41066	1042
1.621333	1.105	14.11618	70	287.3437	70		162.1301	22.15093	1043
1.614333	1.074333	8.670883	70	126.313	15	10.63039	334.5391	58.78422	1044
1.614333	1.074333	9.474669	70	-69.12735	30	7.256294	183.4143	12.815	1045
1.621333	1.105	14.68852	70	146.8062	70		76.69121	20.32963	1046
1.618	1.088667	8.218019	70	-150.7966	34	7.789265	80.7404	13.24014	1047
1.614333	1.074333	10.15648	70	-231.8805	35	8.209321	65.64986	16.39657	1048
1.614333	1.074333	11.02841	70	-142.024	15	9.833471	252.0211	53.70057	1049
1.614333	1.074333	6.733567	70	-115.2346	30	7.098536	92.9052	3.842499	1050
1.621333	1.105	8.357906	70	-155.3024	5	8.604979	238.6213	.9745911	1051
1.614333	1.074333	12.93103	70	103.4439	70		56.62001	11.20729	1052
1.618	1.088667	6.673098	70	297.9803	50	8.625621	265.7008	1.413161	1053
1.618	1.088667	13.15287	70	-.8206482	44	10.33719	197.2045	20.27886	1054
1.618	1.088667	9.023454	70	89.58405	30	8.252256	264.3246	20.98438	1055
1.614333	1.074333	4.736837	70	-29.05894	30	5.338673	79.3961	30.01191	1056
1.621333	1.105	5.76554	70	52.68814	15	9.173833	213.4111	21.52253	1057
1.614333	1.074333	13.55936	70	-288.3936	30	8.904615	138.7451	27.9243	1058
1.621333	1.105	11.00449	70	129.8011	30	9.622027	333.9962	25.75705	1059
1.621333	1.105	8.623251	70	338.9336	20	8.188035	453.9118	30.90846	1060
1.614333	1.074333	8.478732	70	1088.347	70		654.1646	30.07232	1061
1.618	1.088667	14.15878	70	77.38461	70		36.46477	16.88728	1062
1.614333	1.074333	4.717115	70	249.3923	30	6.837084	252.5929	28.2107	1063
1.614333	1.074333	9.195221	70	-126.1935	30	7.760965	131.2759	27.63789	1064
1.614333	1.074333	8.259574	70	15.44397	30	8.945534	161.4741	79.26204	1065
1.614333	1.074333	7.149283	70	192.0323	25	8.945534	293.6554	36.94599	1066
1.614333	1.074333	11.01546	70	406.5385	70		217.7608	51.19454	1067
1.621333	1.105	11.70346	70	128.8079	20	9.892452	421.2938	27.98468	1068
1.618	1.088667	6.725348	70	198.8322	30	7.388261	276.3145	19.07767	1069
1.614333	1.074333	9.752576	70	121.9615	70		52.77244	34.22516	1070
1.618	1.088667	8.401191	70	732.9423	70		434.9743	26.77941	1071
1.621333	1.105	13.7184	70	134.4338	70		61.9607	30.74647	1072
1.614333	1.074333	8.776608	70	19.33025	45	8.174042	117.7667	45.26589	1073
1.614333	1.074333	7.996084	70	-234.9361	30	6.984166	45.38538	10.83469	1074
1.614333	1.074333	8.152719	70	85.40482	35	7.477626	228.4701	1.790019	1075
1.614333	1.074333	4.710564	70	49.09666	30	6.867798	140.9846	9.236497	1076
1.614333	1.074333	12.60212	70	-289.6636	20	11.05503	192.4586	27.69159	1077
1.614333	1.074333	13.73255	70	69.63461	70		35.08236	12.10053	1078
1.614333	1.074333	12.15745	70	-70.11172	55	7.008339	64.00594	8.305687	1079
1.614333	1.074333	8.287963	70	104.7699	30	11.34548	255.9642	21.48023	1080
