cleanprice	dirtyprice	netwage	timeendowment	virtualinc	leisuregood	netwageinst	cleangood	dirtygood	obs
1.727333	1.003	7.536561	70	226.0722	32	9.349992	291.2003	9.43324	10508
1.727333	1.003	13.58441	70	242.4038	70		127.2415	22.54774	10509
1.727333	1.003	9.278331	70	-30.44092	30	7.477626	183.03	24.46507	10510
1.727333	1.003	8.65839	70	267.0683	30	8.210719	335.7888	33.28477	10511
1.727333	1.003	11.77235	70	-86.3746	30	10.89271	219.9366	4.60158	10512
1.727333	1.003	9.360087	70	128.6636	50	7.686724	173.8674	15.49199	10513
1.730333	.9966667	12.55701	70	-140.6443	28	10.45188	205.5073	31.25804	10514
1.723667	1.009	6.909095	70	487.9893	35	7.868147	419.7001	6.327666	10515
1.727333	1.003	14.16915	70	191.5715	70		105.2693	9.707196	10516
1.727333	1.003	8.261943	70	129.3306	22	6.801305	283.3514	36.35249	10517
1.730333	.9966667	15.48949	70	642.28	70		352.5547	32.35063	10518
1.723667	1.009	10.25656	70	-49.51251	30	10.31208	200.3667	15.24739	10519
1.727333	1.003	11.82889	70	-288.9632	30	8.751745	101.958	8.052766	10520
1.730333	.9966667	11.87261	70	339.2651	33	11.08582	418.8227	54.029	10521
1.727333	1.003	16.78444	70	-7.212982	59	8.252256	96.41291	10.84603	10522
1.727333	1.003	8.231781	70	-36.94937	25	7.398963	184.2435	15.18521	10523
1.730333	.9966667	10.0445	70	36.83545	30	9.282954	225.0789	49.31824	10524
1.730333	.9966667	4.979372	70	146.3148	30	6.642456	189.7017	17.30019	10525
1.730333	.9966667	15.88069	70	66.84654	65	8.210719	81.18711	5.788526	10526
1.730333	.9966667	10.86641	70	42.92308	70		10.40262	25.00643	10527
1.727333	1.003	6.405944	70	-35.46854	30	7.789265	122.4653	9.20316	10528
1.727333	1.003	17.95961	70	111.0846	70		64.04269	.460158	10529
1.727333	1.003	8.913146	70	431.3077	70		236.5585	22.62444	10530
1.723667	1.009	10.27808	70	-118.7888	30	10.27129	148.773	35.57906	10531
1.727333	1.003	7.194738	70	-78.13168	0	6.591546	238.9855	12.65435	10532
1.723667	1.009	10.76136	70	81.39157	30	8.625621	287.1785	16.69589	10533
1.727333	1.003	6.295609	70	102.9937	30	6.801314	190.2988	26.03047	10534
1.730333	.9966667	8.087622	70	292.149	30	10.38991	346.3761	16.36223	10535
1.727333	1.003	12.8842	70	546.5385	70		289.9979	45.47895	10536
1.727333	1.003	11.36703	70	-321.7251	15	9.018624	169.3584	10.89041	10537
1.727333	1.003	10.85968	70	-12.56067	20	10.80738	291.178	27.3794	10538
1.730333	.9966667	11.27872	70	376.5654	10	10.77637	588.7149	34.73116	10539
1.723667	1.009	9.405526	70	-350.1936	10	10.22845	110.2633	23.86594	10540
1.727333	1.003	11.22276	70	48.34908	48	10.01244	160.1901	18.49248	10541
1.727333	1.003	10.49914	70	597.3238	70		337.5683	14.18821	10542
1.723667	1.009	10.22195	70	-78.85883	30	9.492586	165.4902	44.3699	10543
1.730333	.9966667	12.35192	70	192.7538	70		106.0622	9.261642	10544
1.730333	.9966667	8.176982	70	-19.49652	25	10.01244	187.2419	24.55864	10545
1.730333	.9966667	8.869434	70	-83.5611	34	8.904615	125.4252	18.77371	10546
1.730333	.9966667	8.300204	70	-10.70151	25	8.451418	191.8038	31.0265	10547
1.730333	.9966667	5.809012	70	288.3901	45	6.984166	233.6588	29.40571	10548
1.723667	1.009	8.791505	70	-53.7948	30	9.892452	159.5994	22.56613	10549
1.727333	1.003	11.9263	70	172.0769	70		77.66528	37.80965	10550
1.727333	1.003	8.935136	70	336.7243	28	8.966632	402.8441	16.10553	10551
1.723667	1.009	7.306581	70	408.5692	25	11.31152	400.2982	46.96196	10552
1.727333	1.003	8.150172	70	94.46154	70		49.3424	9.20316	10553
1.727333	1.003	12.82098	70	-296.8113	35	8.625621	86.92812	1.763939	10554
1.727333	1.003	6.328207	70	320.6538	40	7.611274	275.2353	34.97201	10555
1.730333	.9966667	4.635998	70	-55.89966	25	8.625621	80.22698	13.94731	10556
1.727333	1.003	15.62138	70	599.0769	70		301.7546	77.61332	10557
1.730333	.9966667	10.7911	70	-125.2469	42	7.934608	86.98856	26.47286	10558
1.723667	1.009	7.882693	70	-132.2487	30	7.591007	93.26514	22.10214	10559
1.730333	.9966667	15.34117	70	309.7308	70		143.3583	61.87934	10560
1.730333	.9966667	7.533652	70	7.076965	30	7.61253	166.5531	20.29843	10561
1.727333	1.003	10.5962	70	17.55594	30	10.22845	236.3915	32.97799	10562
1.727333	1.003	12.07663	70	75.6463	30	10.61952	304.6158	32.44114	10563
1.727333	1.003	6.958687	70	-8.627045	30	7.591007	147.6463	14.64214	10564
1.727333	1.003	13.14828	70	462.3539	70		233.6015	58.67015	10565
1.727333	1.003	9.235906	70	-147.4999	30	7.48714	91.35886	63.93734	10566
1.730333	.9966667	5.615456	70	243.5552	35	7.419401	234.9592	33.65063	10567
1.730333	.9966667	7.848558	70	21.41177	45	7.611274	121.653	7.149292	10568
1.727333	1.003	10.7691	70	127.7692	70		71.78695	3.757957	10569
1.723667	1.009	5.027141	70	21.22751	30	8.38537	119.9589	15.4054	10570
1.730333	.9966667	6.59048	70	-9.963448	50	7.23342	66.99465	5.942887	10571
1.730333	.9966667	13.03686	70	-222.173	10	11.20759	312.9899	18.52328	10572
1.727333	1.003	9.537567	70	-235.2822	20	7.934608	133.8101	10.43025	10573
1.723667	1.009	11.25511	70	202.3846	70		106.7938	18.14439	10574
1.723667	1.009	8.04321	70	141.8293	30	9.556868	258.6726	17.5345	10575
1.723667	1.009	8.614017	70	343.6577	25	11.31152	399.8966	41.62537	10576
1.727333	1.003	7.846609	70	157.7601	50	10.77637	159.7839	38.57658	10577
1.730333	.9966667	16.17657	70	350.4615	70		193.4709	15.74479	10578
1.723667	1.009	9.694571	70	-70.65086	50	8.945534	68.65898	4.851689	10579
1.730333	.9966667	10.26809	70	-94.22369	30	8.464993	174.9107	13.89246	10580
1.723667	1.009	6.277341	70	33.5509	17	7.545636	200.8353	19.89784	10581
1.723667	1.009	18.75798	70	124.342	70		69.92913	3.773536	10582
1.723667	1.009	16.0131	70	220.8462	70		103.8038	41.54913	10583
1.727333	1.003	5.88943	70	278.8651	30	7.766281	283.8858	24.00491	10584
1.727333	1.003	10.00381	70	416.3477	30	9.868509	440.5412	55.37235	10585
1.723667	1.009	13.60733	70	338.4803	70		176.9593	33.16307	10586
1.727333	1.003	15.8148	70	-5.506836	42	10.19594	241.6352	19.86349	10587
1.730333	.9966667	9.87265	70	-98.75064	30	10.57399	163.6107	13.09794	10588
1.730333	.9966667	8.349423	70	-126.7402	30	10.22845	105.1497	25.37726	10589
1.723667	1.009	6.950989	70	213.3643	30	8.210719	277.0592	13.72265	10590
1.730333	.9966667	6.312491	70	74.05804	30	8.625621	183.0794	9.801904	10591
1.730333	.9966667	17.53589	70	224.8557	70		121.1458	15.28411	10592
1.723667	1.009	11.28536	70	451.1846	70		219.4517	72.27262	10593
1.723667	1.009	10.05828	70	56.80338	30	10.27129	246.9133	33.2393	10594
1.727333	1.003	10.51649	70	-2.005676	30	10.96953	234.5768	13.42128	10595
1.727333	1.003	8.462769	70	258.0277	30	7.737421	334.8982	18.00368	10596
1.727333	1.003	7.088382	70	389.3301	30	9.279224	377.3825	20.93719	10597
1.727333	1.003	7.228541	70	226.4495	15	7.279958	341.823	33.4765	10598
1.727333	1.003	8.01732	70	4.230286	30	7.48714	172.2976	27.22602	10599
1.723667	1.009	9.852744	70	106.8902	30	9.678391	266.5605	41.16795	10600
1.730333	.9966667	8.673655	70	672.0112	30	7.13755	575.5425	23.1541	10601
1.730333	.9966667	7.706006	70	368.9197	15	10.27129	436.3654	37.81837	10602
1.730333	.9966667	11.47715	70	189.997	70		103.5411	10.87257	10603
1.730333	.9966667	13.23874	70	180.2692	70		91.91203	21.30178	10604
1.730333	.9966667	12.98364	70	455.8948	20	9.282954	635.9824	4.630821	10605
1.723667	1.009	6.550285	70	-24.94411	30	8.904615	120.5781	28.97004	10606
1.730333	.9966667	5.735444	70	-37.15268	30	9.556868	104.8275	10.91495	10607
1.730333	.9966667	5.937735	70	153.725	25	6.01435	221.2557	38.20427	10608
1.723667	1.009	13.93239	70	201.3798	70		109.3601	12.76447	10609
1.727333	1.003	4.470117	70	147.7203	25	8.904615	183.3003	32.15847	10610
1.727333	1.003	10.96556	70	176.8968	30	10.77637	340.487	27.30271	10611
1.730333	.9966667	4.4355	70	191.6466	40	7.398963	179.3007	14.5099	10612
1.730333	.9966667	11.27981	70	-199.3847	10	11.34548	265.8114	17.51994	10613
1.730333	.9966667	9.789102	70	30.00867	25	10.19594	257.3449	25.31013	10614
1.727333	1.003	12.67907	70	-135.225	10	10.96953	344.3168	30.6772	10615
1.730333	.9966667	11.75497	70	-317.5072	26	9.584575	99.85848	27.01312	10616
1.730333	.9966667	5.316976	70	635.3754	40	7.008339	430.2639	50.55313	10617
1.723667	1.009	9.294731	70	-20.60196	20	7.883411	252.3132	9.148433	10618
1.727333	1.003	4.370421	70	108.325	30	6.642456	149.1184	25.48817	10619
1.730333	.9966667	8.171274	70	29.0237	55	8.348641	65.91895	37.65657	10620
1.727333	1.003	6.430611	70	-64.70442	25	7.008339	120.3612	16.71907	10621
1.727333	1.003	9.23841	70	70.19231	70		31.57379	15.60703	10622
1.723667	1.009	9.093204	70	46.87234	22	10.96953	267.4754	22.10871	10623
1.730333	.9966667	6.773445	70	139.3506	30	7.848479	230.5803	11.34551	10624
1.730333	.9966667	6.141226	70	-9.761414	45	6.830693	80.42024	4.630821	10625
1.730333	.9966667	13.37217	70	-215.845	22	11.39498	232.5585	23.69437	10626
1.727333	1.003	4.917978	70	149.8995	52	6.984166	121.1071	29.14334	10627
1.727333	1.003	13.55773	70	182.6731	70		91.05855	25.30869	10628
1.727333	1.003	11.12473	70	-315.6736	0	8.755369	255.6074	21.47404	10629
1.727333	1.003	9.583502	70	-92.85931	30	11.85104	144.1194	41.41422	10630
1.727333	1.003	12.10637	70	-80.33194	30	10.19594	219.8587	24.0816	10631
1.723667	1.009	10.18545	70	-171.2832	30	10.33719	124.6337	21.11763	10632
1.727333	1.003	8.407507	70	197.0056	40	8.940347	226.8949	57.13629	10633
1.730333	.9966667	5.52918	70	82.14975	0	6.61807	252.2191	32.87883	10634
1.730333	.9966667	6.608171	70	301.053	20	7.591007	358.268	11.57705	10635
1.723667	1.009	13.02242	70	67.69019	15	10.71969	427.8893	45.97087	10636
1.727333	1.003	7.886976	70	244.4322	25	7.591007	337.8039	15.79876	10637
1.727333	1.003	8.524909	70	66.0844	70		32.21595	10.4055	10638
1.727333	1.003	10.66357	70	-113.043	30	10.01244	180.1576	2.30079	10639
1.723667	1.009	5.819542	70	16.20848	28	8.252256	138.7099	21.34748	10640
1.727333	1.003	8.251821	70	254.4272	30	9.356823	316.2055	38.19312	10641
1.723667	1.009	4.410205	70	90.14995	30	6.174652	148.4622	10.5637	10642
1.723667	1.009	12.09401	70	-71.43338	30	7.342238	224.3652	25.36784	10643
1.727333	1.003	6.168818	70	101.5789	30	8.464993	187.6458	24.13242	10644
1.727333	1.003	4.714274	70	142.4839	30	6.144197	179.3153	21.25379	10645
1.727333	1.003	8.666035	70	98.56689	25	8.354532	272.3629	18.02286	10646
1.730333	.9966667	4.816174	70	282.1052	62	6.591546	176.5444	15.20453	10647
1.727333	1.003	8.918402	70	-91.40915	30	9.193105	128.6665	42.94808	10648
1.730333	.9966667	8.829384	70	108.6008	25	8.617132	252.5969	69.07641	10649
1.723667	1.009	6.600143	70	32.87891	30	7.825533	161.2618	18.75429	10650
1.723667	1.009	12.23703	70	248.199	25	11.34548	433.2111	51.68864	10651
1.730333	.9966667	6.141226	70	-43.92908	40	6.830693	79.08659	3.473116	10652
1.727333	1.003	10.55197	70	-159.8094	30	9.535697	142.7946	15.56868	10653
1.723667	1.009	13.00722	70	-298.4812	30	9.892452	115.5631	22.41366	10654
1.727333	1.003	3.704684	70	75.21742	20	4.639485	141.1408	16.60452	10655
1.727333	1.003	5.62664	70	276.7172	50	6.837084	213.9915	19.55672	10656
1.730333	.9966667	6.61989	70	172.3582	30	7.180542	225.3456	47.38873	10657
1.730333	.9966667	9.69802	70	92.53085	35	9.892452	231.8584	30.87214	10658
1.730333	.9966667	9.136594	70	50.97858	30	10.435	220.6667	34.73116	10659
1.727333	1.003	12.48769	70	227.6938	70		114.5304	29.77235	10660
1.727333	1.003	7.639166	70	-22.79742	30	6.760908	152.3469	19.55672	10661
1.727333	1.003	8.130589	70	50.60022	45	7.591007	126.2807	35.6292	10662
1.727333	1.003	11.00922	70	83.81497	27	10.45188	308.0226	25.07861	10663
1.727333	1.003	10.1151	70	-317.8635	30	7.988459	42.46764	13.34458	10664
1.730333	.9966667	10.20085	70	263.8315	30	10.33719	372.9495	26.62722	10665
1.727333	1.003	10.96403	70	-52.29102	15	10.77637	315.2258	6.212133	10666
1.727333	1.003	14.08438	70	254.3518	70		135.537	20.17361	10667
1.727333	1.003	12.08028	70	-44.05719	30	10.38991	228.8988	43.63832	10668
1.730333	.9966667	6.787286	70	48.81622	30	7.591007	172.2211	22.3823	10669
1.727333	1.003	11.61023	70	205.9176	30	11.34548	379.6091	14.57167	10670
1.727333	1.003	4.748069	70	67.22127	55	6.760908	73.02274	12.27088	10671
1.723667	1.009	4.988931	70	231.0919	20	7.934608	257.9251	35.64077	10672
1.730333	.9966667	9.102553	70	-6.294464	30	8.38537	188.0473	32.53151	10673
1.727333	1.003	9.175241	70	15.68271	30	9.085295	220.2149	2.30079	10674
1.730333	.9966667	6.122684	70	326.1927	20	7.594907	342.0528	40.59686	10675
1.727333	1.003	5.937835	70	-100.7991	28	7.580621	73.57861	21.4309	10676
1.730333	.9966667	6.968626	70	-110.5141	30	9.173833	90.423	11.80842	10677
1.727333	1.003	9.691481	70	-18.95923	54	6.144197	66.45068	21.25822	10678
1.727333	1.003	8.061481	70	141.4092	20	10.77637	306.7315	14.61198	10679
1.730333	.9966667	8.420884	70	95.54116	60	6.456062	98.10248	10.03344	10680
1.727333	1.003	3.474226	70	381.0004	67	7.766281	220.9943	9.663319	10681
1.723667	1.009	7.852642	70	93.202	30	10.22845	221.1297	25.92056	10682
1.727333	1.003	8.679848	70	332.4806	30	9.678391	379.0323	24.88465	10683
1.730333	.9966667	10.26154	70	69.40549	30	10.96953	260.2573	29.63409	10684
1.727333	1.003	6.456259	70	-66.83209	30	8.904615	85.4404	43.70311	10685
1.723667	1.009	8.874517	70	108.7195	70		57.40609	9.683392	10686
1.723667	1.009	11.57988	70	-448.3155	5	10.73056	149.364	46.50453	10687
1.723667	1.009	6.28161	70	44.62019	30	7.591007	161.8419	16.77213	10688
1.730333	.9966667	4.686858	70	49.968	30	7.262089	127.1765	17.44276	10689
1.727333	1.003	6.311759	70	-20.29459	30	8.945534	120.1796	24.51203	10690
1.727333	1.003	4.59158	70	26.36113	30	6.448095	116.1096	9.436046	10691
1.730333	.9966667	10.09497	70	480.887	70		271.0944	11.84272	10692
1.730333	.9966667	16.35227	70	217.4408	70		120.2573	9.386856	10693
1.730333	.9966667	11.48864	70	.6659851	30	11.34548	229.9579	62.51608	10694
1.730333	.9966667	9.560451	70	24.72227	46	7.581162	116.6627	52.48264	10695
1.727333	1.003	10.93119	70	-307.1131	30	11.39498	61.26606	24.23499	10696
1.730333	.9966667	11.57358	70	135.8026	30	10.19594	324.3792	37.58683	10697
1.727333	1.003	7.420774	70	-8.269501	20	6.664147	191.0459	32.67122	10698
1.730333	.9966667	10.2047	70	487.7455	20	9.88686	554.9731	37.81837	10699
1.723667	1.009	9.844966	70	51.79752	30	8.457677	246.8686	19.89784	10700
1.730333	.9966667	9.910563	70	-246.4225	30	7.783207	71.08456	27.0903	10701
1.723667	1.009	10.0332	70	-148.4692	30	9.833471	132.6871	23.935	10702
1.723667	1.009	5.284361	70	431.2065	10	7.366963	424.014	17.25404	10703
1.727333	1.003	6.272181	70	225.8288	25	7.611274	259.6265	59.43708	10704
1.727333	1.003	9.947934	70	-245.1762	35	9.349992	57.882	3.010954	10705
1.730333	.9966667	8.697248	70	314.937	30	7.547889	363.9472	33.18755	10706
1.727333	1.003	7.503799	70	430.5404	30	8.508667	391.0875	54.98888	10707
1.730333	.9966667	11.64059	70	254.0769	70		77.04162	121.1731	10708
1.727333	1.003	12.86905	70	180.7614	5	10.27129	565.801	39.80367	10709
1.723667	1.009	3.122339	70	33.06325	30	6.715375	86.37006	9.002579	10710
1.727333	1.003	6.813707	70	-77.1252	30	6.801305	73.05614	69.0237	10711
1.723667	1.009	8.459187	70	219.5556	30	8.209321	303.1105	35.14523	10712
1.730333	.9966667	11.1496	70	-31.81332	54	8.38537	77.78225	12.03123	10713
1.730333	.9966667	12.85494	70	189.0156	70		89.884	33.59831	10714
1.730333	.9966667	7.295075	70	-104.5615	20	8.451418	134.1449	28.17083	10715
1.723667	1.009	11.20061	70	573.835	20	10.92939	641.6219	27.67401	10716
1.727333	1.003	10.25237	70	123.0667	25	9.563519	322.3065	27.60948	10717
1.730333	.9966667	17.90063	70	980.1545	70		545.6489	36.1204	10718
1.723667	1.009	8.384436	70	-139.8375	22	8.061612	136.1588	27.67401	10719
1.730333	.9966667	11.93415	70	208.9418	30	11.8183	373.0717	40.90558	10720
1.727333	1.003	13.21855	70	121.8846	70		42.28394	48.70006	10721
1.727333	1.003	6.545674	70	-30.66348	58	5.984004	27.49903	.383465	10722
1.730333	.9966667	8.63624	70	510.0696	30	7.591007	459.3045	60.97247	10723
1.727333	1.003	9.818827	70	-127.6184	30	9.302918	148.1496	9.20316	10724
1.727333	1.003	6.092506	70	422.312	53	6.456062	300.4409	6.90237	10725
1.730333	.9966667	11.55262	70	168.4038	70		70.33994	46.84847	10726
1.723667	1.009	9.416396	70	73.46356	15	10.71969	335.7222	12.57909	10727
1.727333	1.003	11.89927	70	127.6967	70		68.54982	9.260502	10728
1.730333	.9966667	8.202711	70	-175.3493	5	7.611274	191.3704	26.78158	10729
1.727333	1.003	5.598401	70	156.6858	50	6.760908	147.0697	14.57167	10730
1.730333	.9966667	8.732914	70	16.31805	30	7.760965	203.7513	13.12066	10731
1.723667	1.009	5.480458	70	-121.5696	30	7.611274	55.86284	1.347691	10732
1.723667	1.009	9.147083	70	49.21283	30	7.480577	218.2847	38.49965	10733
1.730333	.9966667	5.726326	70	129.7028	46	7.766281	137.7124	28.94263	10734
1.730333	.9966667	6.447616	70	224.1338	30	8.625621	271.0682	13.04348	10735
1.723667	1.009	15.86515	70	196.0318	70		109.3747	7.439257	10736
1.730333	.9966667	7.573897	70	76.05515	20	8.891979	244.1393	32.41574	10737
1.730333	.9966667	12.52597	70	91.59753	70		46.33502	11.4607	10738
1.730333	.9966667	9.533228	70	341.9401	30	10.84639	390.2982	48.08335	10739
1.730333	.9966667	9.683313	70	107.7424	70		60.85521	2.450805	10740
1.727333	1.003	9.951224	70	168.6154	70		94.7659	4.908352	10741
1.723667	1.009	4.050113	70	-5.292984	30	7.883411	86.90106	6.861325	10742
1.723667	1.009	6.001242	70	40.81572	30	7.547889	124.0758	66.40237	10743
1.730333	.9966667	10.86677	70	375.3675	30	9.27433	431.6865	63.28788	10744
1.727333	1.003	8.783073	70	-30.11139	30	9.492586	168.5902	29.91027	10745
1.730333	.9966667	5.658434	70	264.6235	55	6.830693	196.6495	9.261642	10746
1.723667	1.009	8.504533	70	-148.6744	33	7.783207	88.60267	13.15347	10747
1.727333	1.003	11.33969	70	-106.6069	30	10.73649	194.1966	11.50395	10748
1.730333	.9966667	6.862249	70	252.8739	55	7.388261	205.185	.7718034	10749
1.730333	.9966667	10.98613	70	174.7662	30	11.85104	333.095	37.97273	10750
1.727333	1.003	9.192166	70	-129.6482	30	9.843281	131.3496	11.12049	10751
1.727333	1.003	11.49238	70	302.1538	70		149.2741	44.17517	10752
1.727333	1.003	12.25995	70	529.5409	20	10.80738	656.5478	8.436231	10753
1.727333	1.003	9.805241	70	383.0788	30	8.410009	404.2581	76.7697	10754
1.723667	1.009	8.919065	70	120.2959	25	10.19594	295.9478	11.43554	10755
1.727333	1.003	7.4246	70	447.2083	30	10.45188	405.9837	42.7947	10756
1.723667	1.009	8.352487	70	151.5431	10	7.703619	375.675	5.107875	10757
1.727333	1.003	10.21171	70	474.7061	38	10.84639	391.8111	124.3194	10758
1.730333	.9966667	9.348591	70	351.258	70		188.0686	25.92301	10759
1.727333	1.003	13.57273	70	-341.2613	38	7.848479	49.56444	7.42953	10760
1.730333	.9966667	9.710007	70	173.4651	30	8.945534	317.3799	12.73476	10761
1.727333	1.003	5.951613	70	58.43237	40	7.766281	127.0856	17.40931	10762
1.723667	1.009	10.00845	70	279.2617	15	10.63039	472.1351	15.78105	10763
1.727333	1.003	13.02062	70	-53.70932	30	10.19594	241.3903	50.00384	10764
1.727333	1.003	6.034878	70	117.0253	20	6.867798	232.3279	17.40931	10765
1.727333	1.003	13.49003	70	-149.0951	44	10.57399	113.1168	6.236467	10766
1.730333	.9966667	8.847233	70	42.32224	30	10.27129	194.838	59.27451	10767
1.730333	.9966667	12.45936	70	-306.5859	30	8.379578	97.76907	22.69102	10768
1.730333	.9966667	15.23411	70	123.8851	70		66.75512	8.404511	10769
1.730333	.9966667	19.52429	70	203.8462	70		100.3586	30.29329	10770
1.730333	.9966667	5.61336	70	689.763	26	8.995857	533.4135	13.81363	10771
1.730333	.9966667	7.407339	70	192.2728	60	7.934608	142.1469	20.45279	10772
1.730333	.9966667	9.951385	70	160.4167	46	9.27433	219.7109	19.14073	10773
1.723667	1.009	7.884968	70	128.748	10	7.48714	324.7103	41.77784	10774
1.727333	1.003	11.36242	70	-177.266	30	9.892452	151.5453	15.41529	10775
1.727333	1.003	12.07928	70	160.0077	70		91.51946	1.917325	10776
1.727333	1.003	8.713037	70	14.86734	20	10.19594	246.3446	24.92523	10777
1.727333	1.003	6.16779	70	189.5567	52	7.580621	163.3242	18.40632	10778
1.727333	1.003	8.37455	70	244.5225	20	8.625621	370.9252	22.47105	10779
1.727333	1.003	4.281939	70	87.25337	40	7.864063	110.8979	24.0816	10780
1.723667	1.009	9.921124	70	17.05408	62	8.251951	48.93414	11.9692	10781
1.723667	1.009	7.760505	70	108.4113	25	9.83117	246.2509	32.88367	10782
1.727333	1.003	6.906267	70	-162.8276	30	8.174042	56.97978	14.95514	10783
1.730333	.9966667	7.679621	70	334.0363	30	8.464993	357.4622	22.7682	10784
1.730333	.9966667	6.092506	70	80.55571	60	6.456062	77.31947	7.718034	10785
1.730333	.9966667	9.840567	70	63.68323	20	10.22845	301.1536	34.73116	10786
1.727333	1.003	9.550746	70	-291.1416	30	7.899551	48.06681	7.837335	10787
1.730333	.9966667	12.0738	70	95.89456	70		50.23294	9.004833	10788
1.723667	1.009	11.93321	70	507.0686	54	10.80738	377.9064	46.19958	10789
1.730333	.9966667	12.34383	70	-458.3801	10	11.0441	157.7842	9.261642	10790
1.727333	1.003	15.40792	70	-486.2242	15	11.56872	186.8487	38.3465	10791
1.723667	1.009	10.1481	70	244.2692	70		118.8209	39.10955	10792
1.723667	1.009	10.12342	70	69.9863	30	10.22845	269.2828	10.67317	10793
1.723667	1.009	19.51202	70	1060.492	70		569.5328	78.10474	10794
1.723667	1.009	5.626252	70	87.47581	43	7.104676	132.1869	11.43554	10795
1.727333	1.003	4.575547	70	80.41869	20	7.766281	175.1288	6.670308	10796
1.730333	.9966667	9.079247	70	381.3077	70		181.3345	67.76434	10797
1.723667	1.009	7.627965	70	-112.2953	45	9.017816	42.80901	4.574216	10798
1.730333	.9966667	6.524291	70	47.07491	62	6.642456	56.79208	1.003345	10799
1.730333	.9966667	6.181273	70	150.0207	30	8.904615	225.506	7.094717	10800
1.727333	1.003	12.26013	70	-8.174622	30	11.05503	260.2945	32.51783	10801
1.723667	1.009	6.862249	70	-119.3639	45	6.830693	22.24685	13.72265	10802
1.727333	1.003	14.93808	70	206.9135	70		107.7293	20.76672	10803
1.727333	1.003	9.653715	70	376.8462	70		195.232	39.49689	10804
1.727333	1.003	7.729896	70	-88.08044	30	6.642456	120.4391	13.03781	10805
1.723667	1.009	9.449843	70	-29.45529	30	8.945534	189.3548	21.95624	10806
1.727333	1.003	13.28566	70	-269.5209	40	7.536601	64.86256	16.95875	10807
1.727333	1.003	8.397968	70	51.92957	10	8.451418	303.3355	31.7509	10808
1.730333	.9966667	4.928486	70	164.7067	30	7.703619	199.1168	17.36558	10809
1.730333	.9966667	8.97752	70	-105.3893	30	10.57399	137.7791	15.35889	10810
1.727333	1.003	7.85237	70	260.5507	32	10.77637	275.2495	83.24327	10811
1.727333	1.003	9.48782	70	-94.69867	20	9.356823	201.5111	31.52083	10812
1.727333	1.003	13.74757	70	656.2415	34	10.77637	654.2321	21.01388	10813
1.723667	1.009	11.84493	70	-5.258789	30	11.85104	253.7524	30.87596	10814
1.727333	1.003	7.006174	70	13.99072	28	8.625621	164.2037	24.54176	10815
1.727333	1.003	10.40715	70	-490.9623	0	9.868509	108.6156	49.77376	10816
1.730333	.9966667	8.675232	70	-72.5585	25	10.42518	171.5432	21.07023	10817
1.723667	1.009	10.3942	70	-120.6909	30	10.33719	157.0891	24.09087	10818
1.727333	1.003	5.799353	70	-25.1986	50	6.527035	49.21993	5.751976	10819
1.723667	1.009	11.5134	70	19.84869	30	11.20759	267.4085	19.28794	10820
1.727333	1.003	10.3431	70	-18.33905	30	10.27129	215.2722	23.46773	10821
1.730333	.9966667	10.71785	70	185.2121	64	6.760908	134.5561	16.74813	10822
1.723667	1.009	8.452312	70	59.31137	30	7.591007	200.1212	51.9936	10823
1.730333	.9966667	6.11081	70	8.696594	26	7.591007	145.9396	25.13189	10824
1.727333	1.003	8.249443	70	23.34921	30	7.189777	194.9314	16.56569	10825
1.727333	1.003	8.97579	70	-185.0049	30	7.864063	84.98788	27.14286	10826
1.730333	.9966667	9.247991	70	-137.8692	30	7.522062	128.127	10.3825	10827
1.727333	1.003	8.205978	70	191.4916	30	9.833471	271.7617	50.15723	10828
1.727333	1.003	12.2569	70	315.5391	45	9.27433	323.687	62.65818	10829
1.723667	1.009	8.180883	70	41.36026	25	11.0441	220.0363	29.96112	10830
1.730333	.9966667	9.358926	70	155.2983	0	10.84639	465.695	4.630821	10831
1.723667	1.009	11.73287	70	80.35822	30	9.017816	278.4203	69.1469	10832
1.723667	1.009	8.246439	70	508.6355	30	9.282954	465.0377	36.59373	10833
1.730333	.9966667	9.118498	70	378.8993	50	8.210719	309.7002	25.46951	10834
1.730333	.9966667	12.86027	70	-179.0645	30	10.77637	167.3977	45.84512	10835
1.727333	1.003	9.283582	70	72.68115	25	9.27433	266.7852	29.52681	10836
1.730333	.9966667	9.708066	70	86.31198	30	10.77637	261.677	21.91922	10837
1.727333	1.003	8.618502	70	52.04211	65	10.24902	48.03981	12.11749	10838
1.730333	.9966667	13.04653	70	178	70		78.8643	41.67738	10839
1.730333	.9966667	9.990699	70	601.8629	30	10.45188	554.2009	42.68073	10840
1.727333	1.003	17.4728	70	167.7692	70		79.40206	30.52382	10841
1.727333	1.003	12.0028	70	-152.6624	32	9.833471	157.534	31.23656	10842
1.730333	.9966667	14.3355	70	-529.3538	22	7.580621	79.54225	21.186	10843
1.730333	.9966667	6.2839	70	245.7685	28	8.452828	268.3342	45.5364	10844
1.723667	1.009	7.238878	70	79.90228	20	8.379578	250.3607	10.21575	10845
1.727333	1.003	9.437061	70	218.1067	35	8.604979	316.7287	1.303781	10846
1.730333	.9966667	6.977553	70	193.0325	30	8.676701	261.7881	19.21791	10847
1.727333	1.003	8.992843	70	198.726	25	10.63039	348.7924	.920316	10848
1.730333	.9966667	9.618032	70	353.0155	25	11.31152	422.1396	55.56985	10849
