cleanprice	dirtyprice	netwage	leisuregood	cleangood	dirtygood	obs
1.703333	1.030667	11.08364	38	152.0987	13.05631	8986
1.703333	1.030667	13.2231	30	193.5684	26.34591	8987
1.706667	1.033667	7.138392	30	270.5003	16.14864	8988
1.703333	1.030667	12.12303	30	233.5648	34.0412	8989
1.71	1.03	13.17458	70	273.7742	32.41225	8990
1.706667	1.033667	11.60958	30	193.3256	21.13462	8991
1.703333	1.030667	14.96059	70	66.09588	7.756223	8992
1.706667	1.033667	17.04677	70	182.3328	22.15354	8993
1.703333	1.030667	6.991027	10	236.3352	38.13812	8994
1.71	1.03	7.290468	28	143.3986	8.812547	8995
1.703333	1.030667	13.5043	30	128.0747	34.25714	8996
1.71	1.03	7.857353	30	122.7958	27.10978	8997
1.703333	1.030667	12.79274	30	858.8251	21.64394	8998
1.71	1.03	6.323611	30	161.2011	25.39208	8999
1.71	1.03	10.49595	22	200.776	27.63256	9000
1.703333	1.030667	6.759094	30	182.538	48.51229	9001
1.71	1.03	10.68212	10	193.9946	20.1643	9002
1.71	1.03	9.836474	30	446.2438	48.91711	9003
1.706667	1.033667	8.839355	50	633.9261	12.6291	9004
1.703333	1.030667	9.384702	15	427.7812	46.7957	9005
1.706667	1.033667	5.067517	20	143.4476	15.25562	9006
1.71	1.03	6.890781	20	125.9942	41.19069	9007
1.706667	1.033667	8.533018	30	264.686	24.26016	9008
1.703333	1.030667	13.57638	30	374.5146	7.164892	9009
1.706667	1.033667	10.85192	30	422.1399	27.75779	9010
1.703333	1.030667	10.12831	30	377.4274	15.82247	9011
1.71	1.03	12.56761	23	165.3396	40.62733	9012
1.703333	1.030667	6.992779	50	130.6601	11.64295	9013
1.703333	1.030667	11.58889	70	41.95198	17.40841	9014
1.706667	1.033667	8.412096	46	269.058	26.71595	9015
1.706667	1.033667	6.79008	15	387.7216	76.65021	9016
1.706667	1.033667	9.206726	10	558.2136	59.01322	9017
1.706667	1.033667	10.72084	10	265.0916	33.86004	9018
1.706667	1.033667	5.045765	35	202.5766	16.81839	9019
1.71	1.03	11.81637	30	206.489	42.79313	9020
1.703333	1.030667	9.032104	42	86.74645	20.26538	9021
1.703333	1.030667	11.7542	70	80.18419	44.9638	9022
1.706667	1.033667	3.607611	40	139.2754	12.15551	9023
1.703333	1.030667	8.579317	30	151.0279	26.38721	9024
1.706667	1.033667	6.448327	20	85.98414	8.553113	9025
1.706667	1.033667	3.512778	30	186.3957	24.11133	9026
1.703333	1.030667	9.151199	30	314.3384	47.39277	9027
1.703333	1.030667	9.567986	70	104.1397	42.09374	9028
1.703333	1.030667	16.30114	70	101.6739	12.24002	9029
1.706667	1.033667	9.635581	70	384.0478	52.83655	9030
1.71	1.03	10.7017	30	743.0624	23.06814	9031
1.706667	1.033667	8.354118	30	156.1749	22.47414	9032
1.703333	1.030667	5.208152	30	100.2999	22.32953	9033
1.71	1.03	10.72846	70	103.2006	41.67289	9034
1.706667	1.033667	12.2349	70	48.15504	17.04165	9035
1.703333	1.030667	8.923289	20	578.0295	44.78057	9036
1.71	1.03	11.41943	30	152.0468	38.46154	9037
1.71	1.03	7.251558	30	96.25304	30.1537	9038
1.71	1.03	7.648032	30	123.3693	19.11875	9039
1.706667	1.033667	16.82178	20	179.2653	13.57628	9040
1.71	1.03	7.538966	20	383.6257	28.45407	9041
1.71	1.03	6.40367	30	188.4699	6.165877	9042
1.703333	1.030667	11.16443	22	226.2645	30.37615	9043
1.706667	1.033667	8.534144	20	263.6155	11.16265	9044
1.706667	1.033667	5.672686	30	87.95823	7.144097	9045
1.706667	1.033667	8.337302	30	126.5738	20.6137	9046
1.703333	1.030667	9.944795	40	137.4567	6.866354	9047
1.71	1.03	10.12585	30	150.2591	9.270375	9048
1.71	1.03	9.452054	20	338.5965	26.43764	9049
1.706667	1.033667	6.919241	10	138.3263	14.51145	9050
1.71	1.03	12.44203	27	235.3351	35.17551	9051
1.706667	1.033667	19.21768	70	231.9906	13.39518	9052
1.71	1.03	6.824058	30	116.3596	19.44623	9053
1.703333	1.030667	9.08882	52	744.9534	19.25565	9054
1.71	1.03	13.67736	70	82.02428	24.19716	9055
1.71	1.03	7.899465	15	154.5884	54.89171	9056
1.706667	1.033667	9.9895	30	524.0535	12.87426	9057
1.71	1.03	8.627587	30	395.4931	35.22332	9058
1.706667	1.033667	8.464643	30	101.4461	15.18121	9059
1.71	1.03	12.57251	70	218.8373	23.07735	9060
1.703333	1.030667	12.20845	30	451.8177	40.22788	9061
1.71	1.03	5.312609	30	141.9144	19.53917	9062
1.706667	1.033667	8.140264	34	120.8415	16.36969	9063
1.703333	1.030667	8.152358	30	294.1969	36.86934	9064
1.706667	1.033667	9.459044	30	281.9599	22.3253	9065
1.703333	1.030667	17.32302	70	216.4986	16.56881	9066
1.71	1.03	7.014662	25	297.1435	31.36669	9067
1.703333	1.030667	12.47108	20	189.9104	13.58344	9068
1.703333	1.030667	11.22422	30	140.9905	24.10687	9069
1.703333	1.030667	5.858651	15	440.3922	39.48154	9070
1.71	1.03	8.964355	26	379.9932	40.62733	9071
1.71	1.03	4.874719	20	82.70355	11.42644	9072
1.71	1.03	4.654268	30	195.9096	30.10089	9073
1.703333	1.030667	10.44732	20	671.9287	28.06249	9074
1.706667	1.033667	5.127936	30	92.82602	17.11607	9075
1.706667	1.033667	6.46458	30	110.7904	25.36013	9076
1.706667	1.033667	8.710465	30	65.50105	35.72049	9077
1.703333	1.030667	9.139865	30	196.4248	13.80734	9078
1.706667	1.033667	8.806934	30	133.3571	10.71615	9079
1.703333	1.030667	5.701311	30	122.8361	41.72057	9080
1.703333	1.030667	8.122956	20	153.7596	33.58543	9081
1.706667	1.033667	7.908272	20	252.1897	39.73904	9082
1.703333	1.030667	9.789544	10	362.9535	37.76495	9083
1.71	1.03	10.45891	34	251.9231	15.02987	9084
1.71	1.03	9.250968	70	41.07062	14.56311	9085
1.71	1.03	6.19182	32	63.41655	8.065722	9086
1.706667	1.033667	5.688471	30	80.33765	30.07555	9087
1.71	1.03	4.518168	25	161.596	25.2425	9088
1.71	1.03	8.821523	15	280.8029	38.53622	9089
1.703333	1.030667	9.460778	30	210.4922	15.52393	9090
1.706667	1.033667	9.002153	25	284.9346	33.48795	9091
1.703333	1.030667	12.02631	38	209.3181	9.702457	9092
1.706667	1.033667	5.243391	30	119.1594	50.00868	9093
1.71	1.03	19.56152	70	79.17229	13.44287	9094
1.703333	1.030667	4.942119	30	99.94557	6.72206	9095
1.706667	1.033667	11.31723	30	250.5784	48.89241	9096
1.71	1.03	7.565963	30	177.4179	12.09858	9097
1.71	1.03	10.12287	25	264.2375	11.94922	9098
1.706667	1.033667	8.802794	30	91.78471	11.94502	9099
1.71	1.03	9.097445	30	132.2087	1.120239	9100
1.71	1.03	7.654426	32	91.97031	3.360717	9101
1.703333	1.030667	10.24985	70	26.01235	8.433675	9102
1.706667	1.033667	10.46114	70	147.014	45.11572	9103
1.706667	1.033667	3.28375	30	164.3104	8.930121	9104
1.703333	1.030667	12.67923	70	63.26961	19.62882	9105
1.71	1.03	8.480375	30	126.6419	29.05153	9106
1.706667	1.033667	6.813303	30	232.2228	11.23707	9107
1.706667	1.033667	8.875154	30	164.9301	16.44631	9108
1.706667	1.033667	6.632993	70	30.81906	5.47261	9109
1.71	1.03	8.25574	40	90.21592	12.92009	9110
1.703333	1.030667	9.287997	25	435.6503	3.731714	9111
1.706667	1.033667	5.574652	45	50.28921	6.697591	9112
1.706667	1.033667	3.392162	37	150.0338	13.39518	9113
1.706667	1.033667	15.45658	70	1572.16	41.52506	9114
1.703333	1.030667	12.86987	70	56.83427	3.358543	9115
1.703333	1.030667	7.551147	30	142.3566	26.34591	9116
1.71	1.03	6.309663	24	117.735	16.7289	9117
1.71	1.03	11.45241	35	64.90559	9.663969	9118
1.71	1.03	5.186707	30	184.829	17.92382	9119
1.706667	1.033667	6.967486	40	141.0602	9.471824	9120
1.703333	1.030667	9.033613	30	503.8537	25.00249	9121
1.706667	1.033667	19.08192	5	705.5251	31.62751	9122
1.706667	1.033667	12.28695	30	259.8745	25.74852	9123
1.703333	1.030667	6.044632	30	88.90938	4.328789	9124
1.706667	1.033667	12.60485	70	94.08353	2.23253	9125
1.71	1.03	9.302684	30	78.16174	19.96364	9126
1.706667	1.033667	9.887106	20	293.7575	23.44157	9127
1.71	1.03	12.35858	70	47.61134	4.032861	9128
1.71	1.03	4.533227	10	63.85515	7.841673	9129
1.71	1.03	10.14061	30	168.0724	28.37939	9130
1.706667	1.033667	11.09918	20	953.5794	16.29747	9131
1.71	1.03	7.40316	50	177.013	57.13219	9132
1.703333	1.030667	7.537059	70	78.48864	14.25515	9133
1.703333	1.030667	6.922403	20	176.6333	17.91223	9134
1.703333	1.030667	9.778509	15	216.905	30.22689	9135
1.71	1.03	10.78128	20	259.6266	20.98581	9136
1.706667	1.033667	13.58213	70	24.78966	16.81839	9137
1.703333	1.030667	9.394878	25	398.5419	34.77834	9138
1.703333	1.030667	10.92654	56	142.7744	3.582446	9139
1.703333	1.030667	12.2381	70	82.95951	17.83759	9140
1.706667	1.033667	7.628904	40	126.1176	18.04533	9141
1.703333	1.030667	13.51676	25	1035.334	37.76495	9142
1.703333	1.030667	9.778104	70	131.0967	24.69064	9143
1.71	1.03	15.72175	66	345.8007	4.480956	9144
1.703333	1.030667	7.244929	30	64.7599	11.04587	9145
1.703333	1.030667	19.84119	53	198.5614	34.903	9146
1.703333	1.030667	8.20911	20	162.2836	16.27027	9147
1.71	1.03	9.311927	30	400.3374	27.63256	9148
1.706667	1.033667	15.10706	70	53.1851	10.26964	9149
1.71	1.03	9.638889	25	424.4827	27.25915	9150
1.703333	1.030667	5.469065	30	137.0051	16.27027	9151
1.703333	1.030667	8.468291	15	413.0024	34.55568	9152
1.71	1.03	11.64016	70	117.6285	20.59534	9153
1.703333	1.030667	12.09133	43	148.2952	5.597572	9154
1.706667	1.033667	10.19639	20	41.89417	13.31318	9155
1.703333	1.030667	9.798944	60	132.9138	6.33293	9156
1.703333	1.030667	16.20942	70	483.2154	25.8981	9157
1.71	1.03	11.7049	30	151.9793	7.094847	9158
1.703333	1.030667	11.01493	22	167.24	31.5703	9159
1.703333	1.030667	12.33842	30	170.5072	2.005428	9160
1.703333	1.030667	11.82354	33	378.927	33.14233	9161
1.703333	1.030667	12.1382	32	1077.706	62.84208	9162
1.71	1.03	7.148383	30	117.1053	7.16953	9163
1.703333	1.030667	8.360504	15	372.9001	71.27575	9164
1.71	1.03	10.20529	40	89.58614	21.28454	9165
1.703333	1.030667	5.010108	30	123.4389	10.2249	9166
1.703333	1.030667	10.38224	30	241.1674	43.36252	9167
1.703333	1.030667	13.47319	70	254.9554	40.03073	9168
1.706667	1.033667	13.76042	32	119.8017	25.74852	9169
1.703333	1.030667	7.2078	60	79.7757	19.33028	9170
1.71	1.03	9.873705	25	469.8605	47.05004	9171
1.71	1.03	3.152089	54	193.6122	2.987304	9172
1.706667	1.033667	6.244847	70	58.54868	31.25543	9173
1.71	1.03	9.990757	62	70.80521	17.77446	9174
1.706667	1.033667	7.728777	30	291.4814	15.9998	9175
1.706667	1.033667	6.032901	30	104.5125	21.69736	9176
1.703333	1.030667	13.22528	70	72.19704	21.63124	9177
1.71	1.03	4.314112	20	237.2688	51.32993	9178
1.703333	1.030667	16.08246	70	49.14515	3.799758	9179
1.706667	1.033667	8.502488	20	250.5446	16.07422	9180
1.706667	1.033667	12.12093	70	149.2788	14.13936	9181
1.706667	1.033667	14.76856	30	76.71302	17.31239	9182
1.71	1.03	9.741451	70	102.6091	11.5758	9183
1.71	1.03	8.090364	15	329.2622	7.991038	9184
1.71	1.03	10.44592	20	188.0792	16.57954	9185
1.706667	1.033667	9.062217	22	448.4225	35.72049	9186
1.71	1.03	6.211659	30	200.2474	26.43764	9187
1.703333	1.030667	9.311139	30	475.9221	31.19713	9188
1.706667	1.033667	12.38125	15	464.9301	74.71535	9189
1.706667	1.033667	9.622544	20	457.1101	10.71615	9190
1.71	1.03	9.39887	28	202.0805	25.3174	9191
1.703333	1.030667	5.877625	30	339.7975	14.25515	9192
1.71	1.03	12.32656	50	146.253	27.59553	9193
1.703333	1.030667	10.22632	30	254.6026	9.889043	9194
1.703333	1.030667	10.23044	30	125.7376	17.91223	9195
1.703333	1.030667	10.0347	15	377.7209	24.25614	9196
1.71	1.03	4.471677	30	86.71941	15.09131	9197
1.703333	1.030667	9.763401	30	240.3997	15.6732	9198
1.706667	1.033667	16.85439	45	65.30386	13.76727	9199
1.706667	1.033667	12.54484	30	630.5588	8.930121	9200
1.71	1.03	8.666945	70	68.46133	6.812647	9201
1.703333	1.030667	9.802735	5	384.2957	33.80933	9202
1.71	1.03	9.250968	70	37.33693	19.04406	9203
1.706667	1.033667	9.537297	30	258.466	21.58113	9204
1.703333	1.030667	7.868127	30	246.3608	31.71957	9205
1.703333	1.030667	12.45375	70	48.34412	32.68982	9206
1.71	1.03	7.133854	30	152.3504	18.14787	9207
1.71	1.03	6.194588	20	65.1372	7.841673	9208
1.71	1.03	11.57372	33	495.7455	27.40852	9209
1.71	1.03	6.638805	50	164.8223	10.15683	9210
1.706667	1.033667	10.63452	70	123.4802	11.05046	9211
1.706667	1.033667	8.829185	30	250.939	5.953414	9212
1.703333	1.030667	15.69513	50	53.21663	3.060916	9213
1.706667	1.033667	11.17433	10	396.7325	39.25545	9214
1.71	1.03	11.54106	70	29.86954	26.13891	9215
1.706667	1.033667	13.33234	30	77.89588	5.841788	9216
1.703333	1.030667	6.587153	30	224.1646	29.10737	9217
1.71	1.03	11.42824	30	392.8925	22.55415	9218
1.706667	1.033667	12.30871	30	93.15279	95.62672	9219
1.703333	1.030667	15.87024	70	60.09901	18.01167	9220
1.71	1.03	6.65555	60	112.0558	20.76176	9221
1.703333	1.030667	6.321521	20	241.5061	44.78057	9222
1.706667	1.033667	9.992525	46	222.9732	43.7576	9223
1.71	1.03	8.587115	30	311.9995	18.52129	9224
1.71	1.03	6.619761	30	162.5619	9.18596	9225
1.706667	1.033667	6.917867	30	220.5041	30.80892	9226
1.706667	1.033667	9.02345	30	101.5925	11.23707	9227
1.703333	1.030667	7.500774	5	230.8257	19.77809	9228
1.71	1.03	9.250968	70	37.33693	12.32263	9229
1.706667	1.033667	8.298109	30	126.8442	16.29747	9230
1.703333	1.030667	7.221334	30	227.6983	4.478057	9231
1.706667	1.033667	9.717329	30	67.67015	14.36261	9232
1.703333	1.030667	8.656257	45	147.6743	26.08468	9233
1.703333	1.030667	9.979558	30	527.2851	39.70544	9234
1.703333	1.030667	5.574652	30	112.4153	16.64345	9235
1.703333	1.030667	9.205064	50	92.20609	12.24002	9236
1.71	1.03	12.09993	70	71.56995	17.10232	9237
1.71	1.03	7.679869	30	289.4512	11.94922	9238
1.71	1.03	8.582232	50	69.94727	5.016815	9239
1.706667	1.033667	8.649041	30	81.66479	33.89943	9240
1.71	1.03	8.569018	30	192.6383	17.69978	9241
1.706667	1.033667	9.538094	30	278.5862	36.83675	9242
1.703333	1.030667	7.235711	30	194.2345	15.15076	9243
1.706667	1.033667	11.1558	70	28.53065	1.488354	9244
1.706667	1.033667	6.550879	30	316.7781	11.31149	9245
1.71	1.03	10.5093	30	76.95682	18.29724	9246
1.706667	1.033667	7.826764	20	430.5063	18.60442	9247
1.706667	1.033667	9.150389	30	188.6831	19.312	9248
1.706667	1.033667	7.178938	30	284.5504	50.25329	9249
1.706667	1.033667	11.13842	70	141.887	12.65101	9250
1.71	1.03	7.506623	40	147.211	15.68335	9251
1.71	1.03	12.26468	70	89.26675	13.81628	9252
1.706667	1.033667	11.08989	25	458.62	25.97177	9253
1.71	1.03	8.034563	40	57.61815	27.16435	9254
1.706667	1.033667	8.124829	30	86.30978	22.59963	9255
1.71	1.03	15.9459	70	245.1822	48.69306	9256
1.71	1.03	13.3211	4	333.2546	35.32487	9257
1.71	1.03	5.442343	43	287.6068	9.484691	9258
1.71	1.03	7.530709	30	434.6941	89.61913	9259
1.703333	1.030667	14.38138	70	72.66635	7.497682	9260
1.706667	1.033667	7.90853	34	110.0552	13.534	9261
1.71	1.03	10.17182	50	234.829	18.74533	9262
1.703333	1.030667	7.106489	30	159.1917	43.01115	9263
1.703333	1.030667	5.670719	30	126.1554	40.75032	9264
1.706667	1.033667	4.145553	45	170.5191	14.66028	9265
1.703333	1.030667	8.1438	30	390.84	20.52443	9266
1.703333	1.030667	5.388799	30	163.5707	24.18151	9267
1.703333	1.030667	7.353865	30	354.5537	43.28789	9268
1.71	1.03	7.345836	30	263.6865	18.14787	9269
1.706667	1.033667	10.75979	30	406.8773	26.41827	9270
1.703333	1.030667	11.47193	20	260.6545	25.91224	9271
1.706667	1.033667	7.996154	30	205.9908	40.18554	9272
1.71	1.03	4.880134	30	678.4839	20.04988	9273
1.71	1.03	7.148383	30	163.0904	4.480956	9274
1.703333	1.030667	8.130107	55	354.4972	22.76346	9275
1.71	1.03	11.23382	10	162.9667	5.675878	9276
1.706667	1.033667	4.83079	20	270.0279	13.4051	9277
1.703333	1.030667	5.313976	70	53.1368	12.98251	9278
1.706667	1.033667	9.910808	42	31.28543	7.046271	9279
1.703333	1.030667	9.611505	20	209.4014	22.36378	9280
1.71	1.03	7.333027	60	205.027	13.14414	9281
1.706667	1.033667	9.038672	30	232.7287	37.37961	9282
1.703333	1.030667	8.315878	10	329.7494	3.731714	9283
1.706667	1.033667	12.3605	70	25.47593	15.46742	9284
1.706667	1.033667	8.847091	30	279.4809	51.08774	9285
1.71	1.03	11.42646	55	102.1592	14.18969	9286
1.703333	1.030667	13.20591	70	100.6804	15.6732	9287
1.703333	1.030667	8.020103	25	140.1325	9.702457	9288
1.71	1.03	9.507345	27	91.4305	22.40478	9289
1.71	1.03	8.187748	35	55.74673	3.211352	9290
1.703333	1.030667	8.177324	70	199.6086	50.07961	9291
1.706667	1.033667	4.79139	30	126.6526	22.17647	9292
1.71	1.03	7.935141	30	257.2987	26.21359	9293
1.703333	1.030667	11.53152	70	89.86903	29.10737	9294
1.706667	1.033667	11.08036	38	121.9764	15.62771	9295
1.71	1.03	6.194588	30	592.094	8.961912	9296
1.71	1.03	8.532081	30	160.8412	7.393578	9297
1.703333	1.030667	9.473352	35	137.4409	23.46436	9298
1.71	1.03	6.846747	30	138.238	29.57431	9299
1.703333	1.030667	9.360979	35	49.06693	11.61536	9300
1.71	1.03	9.782189	30	211.5913	6.653881	9301
1.703333	1.030667	6.479275	30	461.0869	41.5713	9302
1.71	1.03	8.164476	45	238.5965	14.33906	9303
1.706667	1.033667	6.165604	20	118.1547	5.886214	9304
1.706667	1.033667	10.54317	30	447.2957	17.56257	9305
1.71	1.03	9.970601	30	165.8345	15.23525	9306
1.71	1.03	8.940948	30	213.3603	23.89843	9307
1.703333	1.030667	5.090264	25	99.68012	31.04786	9308
1.703333	1.030667	9.941096	30	147.9124	8.47047	9309
1.703333	1.030667	9.6147	30	174.7817	56.72206	9310
1.71	1.03	18.03878	70	75.34835	3.005917	9311
1.71	1.03	5.439757	30	120.038	11.14261	9312
1.706667	1.033667	11.17766	30	238.2061	30.43683	9313
1.703333	1.030667	7.914607	15	253.8801	38.58593	9314
1.706667	1.033667	11.05085	30	421.1313	70.17587	9315
1.703333	1.030667	3.717261	30	102.8088	24.90952	9316
1.703333	1.030667	5.144915	30	154.8096	.8956115	9317
1.703333	1.030667	11.0081	70	66.35713	3.58866	9318
1.706667	1.033667	6.671392	20	214.9377	25.6741	9319
1.706667	1.033667	9.162045	20	162.4708	39.31304	9320
1.703333	1.030667	6.597788	30	106.33	7.090258	9321
1.706667	1.033667	10.1801	14	226.5662	22.84623	9322
1.706667	1.033667	6.810663	30	60.7623	1.933428	9323
1.703333	1.030667	5.734896	65	114.2556	5.373669	9324
1.706667	1.033667	12.76141	70	76.74005	11.38574	9325
1.706667	1.033667	15.51164	70	80.93964	23.5904	9326
1.71	1.03	7.056677	10	626.4841	7.094847	9327
1.703333	1.030667	17.76227	70	119.3115	2.585408	9328
1.706667	1.033667	12.19597	70	119.7832	19.73297	9329
1.706667	1.033667	12.67035	25	230.2426	13.05007	9330
1.703333	1.030667	7.533458	30	345.5555	17.68833	9331
1.703333	1.030667	10.43246	10	442.1534	37.83958	9332
1.706667	1.033667	7.207961	28	699.8828	25.10033	9333
1.706667	1.033667	10.67704	70	277.8696	26.49269	9334
1.71	1.03	9.012471	30	326.3832	29.35026	9335
1.703333	1.030667	10.10232	20	113.7927	22.31565	9336
1.703333	1.030667	8.403387	22	111.4895	11.04587	9337
1.703333	1.030667	8.058283	30	204.0795	33.21226	9338
1.703333	1.030667	12.39216	70	91.28706	4.403423	9339
1.703333	1.030667	8.817383	33	104.0223	18.84046	9340
1.71	1.03	5.168198	30	198.0094	36.59447	9341
1.703333	1.030667	9.315673	45	76.38869	16.79272	9342
1.703333	1.030667	2.783012	58	68.64369	11.41905	9343
1.706667	1.033667	8.670311	10	232.2228	48.37149	9344
1.71	1.03	5.026289	70	55.86507	12.02993	9345
1.706667	1.033667	10.71393	20	168.6711	16.44631	9346
1.706667	1.033667	8.119164	30	97.44592	11.31149	9347
1.703333	1.030667	8.804437	18	171.1689	33.5108	9348
1.706667	1.033667	10.28974	25	395.9469	34.90189	9349
1.71	1.03	12.34332	30	188.5998	14.44454	9350
1.703333	1.030667	14.94367	70	93.77089	6.866354	9351
1.703333	1.030667	4.157332	25	149.1851	14.71946	9352
1.71	1.03	6.345713	45	252.103	9.708738	9353
1.703333	1.030667	6.108775	30	141.9841	17.01662	9354
1.71	1.03	14.60538	40	102.7354	11.08849	9355
1.706667	1.033667	13.79513	30	218.78	21.65554	9356
1.71	1.03	9.065891	70	55.41071	12.67406	9357
1.71	1.03	15.04433	35	121.1988	18.29724	9358
1.703333	1.030667	7.662394	30	704.0705	21.10976	9359
1.703333	1.030667	10.29022	15	402.4462	19.03174	9360
1.703333	1.030667	11.57557	70	76.1403	36.49617	9361
1.703333	1.030667	10.09599	30	171.4173	10.07563	9362
1.706667	1.033667	9.959764	20	371.6872	19.12534	9363
1.71	1.03	12.27191	70	444.4894	49.88798	9364
1.71	1.03	5.604453	30	209.5367	20.91113	9365
1.71	1.03	12.60493	30	316.4192	25.61613	9366
1.703333	1.030667	8.157718	30	340.5673	33.77562	9367
1.706667	1.033667	4.79139	30	139.5207	24.409	9368
1.703333	1.030667	9.33499	15	332.4929	13.35954	9369
1.71	1.03	4.595913	35	164.8448	14.56311	9370
1.703333	1.030667	11.15614	20	275.8167	17.46442	9371
1.71	1.03	13.57153	30	294.2982	11.20239	9372
1.716667	1.016333	8.882191	35	281.4356	56.80717	9373
1.716667	1.016333	6.43312	26	1764.645	31.69387	9374
1.716667	1.016333	9.035956	70	119.7939	3.405909	9375
1.713333	1.022333	14.66873	70	95.69291	4.514559	9376
1.716667	1.016333	8.418162	10	259.6518	50.30757	9377
1.716667	1.016333	9.767373	54	248.1441	40.56816	9378
1.716667	1.016333	9.344775	30	293.6146	12.18558	9379
1.719667	1.013	12.02715	70	121.6917	18.98398	9380
1.716667	1.016333	6.364372	6	303.2263	26.4904	9381
1.719667	1.013	6.634051	30	496.7828	44.28003	9382
1.713333	1.022333	4.910979	30	148.3402	14.77006	9383
1.719667	1.013	8.053476	22	243.2269	54.67385	9384
1.719667	1.013	10.63298	30	391.7687	13.21285	9385
1.719667	1.013	8.071459	30	66.42272	6.443376	9386
1.716667	1.016333	7.466022	30	1072.203	29.972	9387
1.719667	1.013	4.501033	30	145.9086	12.18872	9388
1.716667	1.016333	13.83916	30	52.43891	16.85839	9389
1.719667	1.013	4.416589	30	98.66626	35.61394	9390
1.719667	1.013	13.71045	30	119.3993	11.39039	9391
1.716667	1.016333	13.12389	70	174.242	34.51321	9392
1.716667	1.016333	7.914886	30	161.2457	27.08046	9393
1.719667	1.013	6.778356	45	112.0857	2.9615	9394
1.716667	1.016333	12.8603	30	364.4137	24.97666	9395
1.713333	1.022333	11.98276	70	66.40228	10.60921	9396
1.719667	1.013	9.225516	30	249.3887	25.05885	9397
1.716667	1.016333	11.11611	15	274.8058	25.50647	9398
1.716667	1.016333	11.25717	70	82.74757	35.49714	9399
1.719667	1.013	12.98833	32	538.2751	20.7305	9400
1.719667	1.013	12.06535	25	414.2798	49.73802	9401
1.719667	1.013	7.68606	70	48.60393	1.578298	9402
1.719667	1.013	6.587243	30	102.6026	12.90911	9403
1.719667	1.013	6.781819	30	137.2918	4.935834	9404
1.719667	1.013	4.892956	35	127.0148	16.55403	9405
1.716667	1.016333	10.91837	30	205.8439	34.13477	9406
1.719667	1.013	8.844213	30	120.0143	34.85458	9407
1.713333	1.022333	9.338743	30	147.4858	78.02663	9408
1.719667	1.013	10.85415	30	210.8414	27.03318	9409
1.713333	1.022333	11.37856	30	339.3071	28.21599	9410
1.713333	1.022333	13.61764	70	100.4315	20.1568	9411
1.716667	1.016333	8.93284	30	244.0441	43.51994	9412
1.716667	1.016333	5.740863	32	259.5092	12.46986	9413
1.713333	1.022333	9.024189	30	795.0539	33.85919	9414
1.719667	1.013	6.231245	30	83.87055	17.11239	9415
1.719667	1.013	8.924025	20	146.7749	13.66846	9416
1.719667	1.013	13.50232	35	128.2001	39.03106	9417
1.719667	1.013	14.02054	20	342.5194	33.33587	9418
1.713333	1.022333	13.84769	70	63.21461	20.54124	9419
1.713333	1.022333	9.330333	30	191.5183	18.05824	9420
1.719667	1.013	6.863956	30	100.7331	18.01891	9421
1.713333	1.022333	11.41058	70	251.7809	37.24511	9422
1.716667	1.016333	13.85852	70	102.1212	8.991139	9423
1.716667	1.016333	13.71057	45	51.68341	14.1581	9424
1.719667	1.013	11.32759	30	314.3051	25.89415	9425
1.713333	1.022333	16.52508	70	98.83733	13.8578	9426
1.716667	1.016333	8.287911	20	268.062	41.77915	9427
1.713333	1.022333	11.8271	30	170.8433	7.674751	9428
1.713333	1.022333	20.67064	70	78.04857	9.730866	9429
1.713333	1.022333	13.52319	27	684.8773	39.57764	9430
1.716667	1.016333	7.19427	25	514.4249	18.08916	9431
1.716667	1.016333	8.141352	22	371.5833	37.31362	9432
1.713333	1.022333	13.68259	70	41.75897	8.688273	9433
1.716667	1.016333	7.499993	70	125.9597	16.27267	9434
1.716667	1.016333	10.73683	70	226.3953	5.600827	9435
1.713333	1.022333	12.17799	30	123.9599	17.15532	9436
1.719667	1.013	13.56572	70	86.28684	4.708026	9437
1.719667	1.013	6.943656	15	254.8571	23.08452	9438
1.713333	1.022333	12.86395	33	280.0547	80.13343	9439
1.716667	1.016333	12.20121	10	474.1411	42.08189	9440
1.719667	1.013	11.40504	10	125.8046	11.54438	9441
1.719667	1.013	10.86836	34	188.4421	2.278077	9442
1.719667	1.013	6.747554	60	89.73116	19.28772	9443
1.719667	1.013	6.104051	30	115.3734	39.25887	9444
1.716667	1.016333	3.683308	30	108.6563	19.85543	9445
1.719667	1.013	4.73694	35	73.73232	13.85395	9446
1.719667	1.013	14.39129	70	193.1747	29.3872	9447
1.713333	1.022333	4.585847	30	375.1235	23.85192	9448
1.713333	1.022333	4.740219	20	160.8201	36.41745	9449
1.713333	1.022333	4.248029	30	178.3569	31.06058	9450
1.716667	1.016333	14.29392	70	152.5765	19.37584	9451
1.719667	1.013	4.965745	50	236.7744	27.90645	9452
1.719667	1.013	5.298495	34	311.5876	22.02141	9453
1.716667	1.016333	6.511786	30	173.2001	2.270606	9454
1.719667	1.013	9.605131	12	281.4611	17.54119	9455
1.719667	1.013	9.732077	5	343.9732	107.4493	9456
1.713333	1.022333	9.704639	20	256.4951	35.8155	9457
1.713333	1.022333	12.01631	20	186.1419	21.59464	9458
1.716667	1.016333	13.77565	70	66.19492	14.00207	9459
1.719667	1.013	9.53507	30	78.86143	14.42782	9460
1.716667	1.016333	8.605427	70	146.227	6.811817	9461
