cleanprice	dirtyprice	netwage	leisuregood	cleangood	dirtygood	obs
1.614333	1.074333	11.18425	80	288.4095	56.19861	16128
1.618	1.088667	17.85733	71	471.8042	30.59584	16129
1.621333	1.105	10.75312	40	159.2869	20.6742	16130
1.621333	1.105	10.08152	40	235.3994	55.67266	16131
1.614333	1.074333	5.697812	60	133.9843	26.49812	16132
1.618	1.088667	3.044083	100	304.0051	20.6012	16133
1.614333	1.074333	14.8623	80	311.7929	25.31469	16134
1.614333	1.074333	12.36661	50	156.7908	32.65759	16135
1.614333	1.074333	9.961374	55	586.8192	37.3702	16136
1.614333	1.074333	8.505552	100	69.19276	4.130687	16137
1.614333	1.074333	10.58129	60	436.3416	56.24924	16138
1.614333	1.074333	6.836268	100	125.6417	5.994114	16139
1.621333	1.105	12.92729	80	448.9975	28.40241	16140
1.618	1.088667	9.530267	60	278.9398	38.22154	16141
1.614333	1.074333	7.782314	60	379.5593	34.17483	16142
1.621333	1.105	13.66132	60	311.6144	27.32335	16143
1.621333	1.105	17.4027	100	339.3485	44.2034	16144
1.621333	1.105	10.75859	60	235.8942	40.36391	16145
1.618	1.088667	7.715418	40	446.9846	34.53413	16146
1.618	1.088667	12.42255	90	207.3191	29.11112	16147
1.614333	1.074333	12.04504	100	175.2035	25.93687	16148
1.618	1.088667	7.451924	45	238.4526	26.51177	16149
1.618	1.088667	11.40791	70	255.4145	25.29256	16150
1.614333	1.074333	8.987592	70	208.6894	36.48058	16151
1.614333	1.074333	9.10686	63	328.9224	18.08814	16152
1.621333	1.105	14.42227	93	216.3046	20.57083	16153
1.614333	1.074333	6.15568	25	246.8809	20.37041	16154
1.614333	1.074333	11.80947	105	114.8188	8.44889	16155
1.618	1.088667	7.992014	80	65.72526	14.93077	16156
1.614333	1.074333	7.02671	65	293.5646	15.18881	16157
1.614333	1.074333	11.06669	96	372.5553	38.98462	16158
1.618	1.088667	9.553071	50	352.1499	44.06719	16159
1.618	1.088667	11.30976	50	261.7414	22.64092	16160
1.614333	1.074333	4.395557	100	209.1198	24.96028	16161
1.621333	1.105	14.39459	80	232.2654	23.97177	16162
1.614333	1.074333	9.944677	105	89.86104	15.79637	16163
1.614333	1.074333	9.301604	60	659.6495	76.2906	16164
1.614333	1.074333	7.942703	72	360.4803	60.09707	16165
1.621333	1.105	15.92107	57	217.3001	49.07661	16166
1.618	1.088667	6.727026	100	344.121	32.63556	16167
1.614333	1.074333	8.593801	75	800.4122	29.76387	16168
1.614333	1.074333	6.816792	20	184.2122	12.80833	16169
1.614333	1.074333	16.8955	80	447.8114	62.32477	16170
1.614333	1.074333	9.754004	100	211.3697	43.56906	16171
1.614333	1.074333	9.825593	85	196.3182	34.08196	16172
1.621333	1.105	11.1682	90	190.3059	16.68233	16173
1.621333	1.105	11.02102	60	213.8363	23.23386	16174
1.624667	1.111667	11.96701	75	124.8046	29.60518	16175
1.628667	1.108	18.44569	90	351.643	22.12561	16176
1.624667	1.111667	14.21204	90	282.517	59.53908	16177
1.624667	1.111667	8.496918	100	145.9885	21.34702	16178
1.628667	1.108	13.06676	100	85.24552	13.01722	16179
1.624667	1.111667	10.37236	54	299.0673	36.35489	16180
1.624667	1.111667	8.601014	60	474.4781	23.14346	16181
1.628667	1.108	11.29202	100	154.4798	42.00222	16182
1.628667	1.108	9.427346	40	353.2	37.16189	16183
1.628667	1.108	10.70087	100	154.0331	28.99458	16184
1.628667	1.108	13.38584	100	182.3902	30.78006	16185
1.624667	1.111667	14.67919	100	211.0205	31.90176	16186
1.628667	1.108	11.40783	100	177.1886	23.56368	16187
1.628667	1.108	8.234947	60	770.7729	36.37643	16188
1.628667	1.108	7.140958	60	223.8194	22.09095	16189
1.624667	1.111667	11.33861	30	359.2334	19.13625	16190
1.628667	1.108	6.29835	42	381.0281	37.30916	16191
1.632667	1.100333	11.24828	25	541.2076	9.787744	16192
1.628667	1.108	7.859979	65	184.6429	8.056609	16193
1.632667	1.100333	9.288652	100	317.695	31.76073	16194
1.632667	1.100333	10.53916	66	162.4407	27.40428	16195
1.628667	1.108	5.958995	52	287.1821	44.57463	16196
1.628667	1.108	15.99676	70	505.9075	27.43573	16197
1.624667	1.111667	11.11674	68	327.8803	38.31147	16198
1.624667	1.111667	16.78036	130	357.158	38.50719	16199
1.624667	1.111667	11.40444	60	294.9464	19.73551	16200
1.628667	1.108	11.81734	40	240.5764	31.6637	16201
1.628667	1.108	8.063787	60	830.0446	42.26735	16202
1.628667	1.108	2.547019	105	246.3958	39.96007	16203
1.624667	1.111667	14.56387	50	484.2123	44.96582	16204
1.624667	1.111667	7.540185	90	160.6541	27.26296	16205
1.628667	1.108	18.51013	81	666.258	36.03166	16206
1.632667	1.100333	19.88447	100	327.9478	37.61855	16207
1.624667	1.111667	6.993635	76	160.9502	17.29904	16208
1.624667	1.111667	10.15956	76	349.2217	23.09135	16209
1.624667	1.111667	9.831144	44	515.8084	33.41856	16210
1.624667	1.111667	10.4275	50	374.9356	45.30833	16211
1.624667	1.111667	3.484353	90	124.6883	72.31865	16212
1.628667	1.108	12.02901	55	352.0645	43.1019	16213
1.632667	1.100333	12.09891	88	143.9956	21.11115	16214
1.624667	1.111667	10.2379	60	270.1116	29.1128	16215
1.632667	1.100333	7.435409	85	572.4907	30.59906	16216
1.632667	1.100333	17.10674	55	171.2748	15.7295	16217
1.632667	1.100333	16.55337	65	625.824	26.75995	16218
1.628667	1.108	13.49996	90	622.3893	48.64919	16219
1.632667	1.100333	4.488823	90	178.3013	22.88521	16220
1.624667	1.111667	9.359196	78	234.7667	21.41343	16221
1.628667	1.108	6.403314	100	542.8284	43.91141	16222
1.628667	1.108	16.7496	85	290.7935	48.11163	16223
1.632667	1.100333	9.397745	98	197.9478	13.63223	16224
1.632667	1.100333	11.44177	60	359.9485	15.17608	16225
1.632667	1.100333	9.739272	80	217.4946	23.1748	16226
1.628667	1.108	13.31368	60	159.6634	20.82755	16227
1.624667	1.111667	6.053963	50	223.19	28.60451	16228
1.632667	1.100333	18.47887	90	378.7767	25.42801	16229
1.628667	1.108	10.67545	84	532.9808	23.188	16230
1.628667	1.108	10.99087	82	307.59	27.94363	16231
1.624667	1.111667	13.51763	85	418.7623	23.93031	16232
1.624667	1.111667	8.245819	60	145.6334	23.35371	16233
1.624667	1.111667	7.500729	100	100.0058	12.22346	16234
1.628667	1.108	11.0087	100	209.0677	40.42433	16235
1.632667	1.100333	9.60339	60	240.7024	44.59991	16236
1.632667	1.100333	13.33901	57	273.1774	27.78137	16237
1.624667	1.111667	5.886987	40	143.8757	33.04117	16238
1.628667	1.108	10.27948	58	1281.816	47.12736	16239
1.624667	1.111667	16.00648	83	226.9282	16.29978	16240
1.624667	1.111667	14.90832	60	204.588	28.72436	16241
1.624667	1.111667	6.923942	60	198.5536	26.36728	16242
1.624667	1.111667	15.0863	100	360.891	53.23484	16243
1.628667	1.108	5.947617	95	199.6914	14.50986	16244
1.632667	1.100333	5.658836	90	230.2926	35.65353	16245
1.628667	1.108	11.60645	76	540.8211	22.28548	16246
1.632667	1.100333	13.75297	52	485.0536	31.29112	16247
1.624667	1.111667	7.207167	91	143.0406	35.57144	16248
1.624667	1.111667	17.78164	84	517.2363	71.27206	16249
1.632667	1.100333	7.70151	60	479.4823	53.53599	16250
1.624667	1.111667	7.311233	60	197.0178	28.47673	16251
1.632667	1.100333	6.041436	60	82.02206	20.66564	16252
1.628667	1.108	11.76408	60	90.84236	26.38156	16253
1.628667	1.108	9.281484	75	93.14486	18.95307	16254
1.632667	1.100333	10.28138	60	626.678	54.37635	16255
1.628667	1.108	7.74131	60	302.2359	30.19097	16256
1.628667	1.108	14.06453	40	305.2635	33.73351	16257
1.628667	1.108	12.58198	48	441.7147	23.60867	16258
1.632667	1.100333	12.9685	72	280.4568	20.95961	16259
1.624667	1.111667	7.044563	35	180.4927	31.03448	16260
1.632667	1.100333	5.016486	100	70.50721	1.89701	16261
1.632667	1.100333	16.33438	45	189.7643	15.19327	16262
1.624667	1.111667	8.310588	60	342.8037	35.96288	16263
1.624667	1.111667	12.8755	52	403.5584	37.95291	16264
1.632667	1.100333	9.959663	65	182.8003	14.82068	16265
1.624667	1.111667	13.07783	40	305.0558	31.31461	16266
1.628667	1.108	5.266215	52	251.8164	85.1326	16267
1.628667	1.108	6.247251	30	308.4728	31.6146	16268
1.628667	1.108	8.360221	35	346.4782	36.32602	16269
1.624667	1.111667	9.646362	60	210.0006	18.13404	16270
1.624667	1.111667	5.933119	100	308.464	33.43851	16271
1.624667	1.111667	8.986421	50	278.1554	31.92039	16272
1.624667	1.111667	7.007606	55	672.4501	33.51642	16273
1.632667	1.100333	12.00609	82	188.0006	28.66264	16274
1.624667	1.111667	14.60454	90	180.6373	21.35237	16275
1.628667	1.108	12.13792	100	185.7967	35.59097	16276
1.632667	1.100333	17.20386	100	534.9705	23.80398	16277
1.624667	1.111667	9.982306	64	401.1734	25.32857	16278
1.632667	1.100333	4.804697	60	126.2401	21.05848	16279
1.624667	1.111667	10.52441	55	167.3065	45.66947	16280
1.624667	1.111667	11.10486	50	257.2807	18.3484	16281
1.624667	1.111667	9.940609	40	111.243	25.72808	16282
1.632667	1.100333	10.94894	60	416.6748	59.12193	16283
1.632667	1.100333	4.910416	60	121.526	22.8875	16284
1.632667	1.100333	6.074792	40	354.9249	50.69359	16285
1.624667	1.111667	5.458777	55	245.973	15.60838	16286
1.632667	1.100333	11.53485	90	173.9191	39.84806	16287
1.632667	1.100333	6.575375	74	134.5349	16.0698	16288
1.624667	1.111667	9.380753	80	129.6656	25.68777	16289
1.628667	1.108	8.227966	80	76.8975	16.76618	16290
1.624667	1.111667	12.09285	50	671.0847	30.72188	16291
1.632667	1.100333	13.83513	55	794.4957	42.36412	16292
1.628667	1.108	9.993023	100	164.5527	23.44834	16293
1.628667	1.108	4.860269	105	393.1838	26.24271	16294
1.624667	1.111667	8.28902	30	286.709	19.08234	16295
1.632667	1.100333	8.269904	60	264.149	37.07478	16296
1.624667	1.111667	9.245663	55	296.2674	34.93536	16297
1.628667	1.108	14.73941	50	191.4993	11.39457	16298
1.628667	1.108	10.00452	60	156.9697	12.41915	16299
1.632667	1.100333	12.39311	50	365.3276	23.82673	16300
1.632667	1.100333	13.74949	60	686.6873	58.28156	16301
1.632667	1.100333	10.29009	30	316.1958	36.48159	16302
1.628667	1.108	6.316584	40	339.9194	25.82616	16303
1.632667	1.100333	17.93878	90	462.5863	31.95201	16304
1.624667	1.111667	9.540484	60	222.1524	30.58068	16305
1.632667	1.100333	9.634313	100	86.36768	9.472653	16306
1.632667	1.100333	10.94387	48	471.3147	68.31229	16307
1.624667	1.111667	10.28735	55	133.7434	13.97763	16308
1.632667	1.100333	7.086667	27	220.7557	17.40043	16309
1.624667	1.111667	11.20752	65	156.8962	23.4186	16310
1.632667	1.100333	10.2096	50	324.0628	25.37692	16311
1.624667	1.111667	14.20289	90	159.6536	20.91914	16312
1.628667	1.108	7.376032	58	257.8661	39.28098	16313
1.624667	1.111667	7.406913	32	166.6604	17.46768	16314
1.624667	1.111667	4.863248	60	156.1599	18.07215	16315
1.624667	1.111667	6.884974	60	128.2177	5.137554	16316
1.628667	1.108	5.367241	50	159.7756	22.38961	16317
1.632667	1.100333	8.9358	62	275.7405	21.97761	16318
1.632667	1.100333	14.10786	70	256.5698	34.32809	16319
1.632667	1.100333	13.03061	46	341.5061	31.24012	16320
1.632667	1.100333	12.85392	65	548.6044	42.15506	16321
1.624667	1.111667	11.99805	60	376.4171	5.528986	16322
1.624667	1.111667	10.62499	50	767.4562	44.28082	16323
1.628667	1.108	11.03299	45	836.6639	23.80908	16324
1.624667	1.111667	5.995768	60	263.9417	23.87268	16325
1.628667	1.108	7.478607	63	223.4667	41.24503	16326
1.628667	1.108	9.373341	90	602.9243	16.72219	16327
1.624667	1.111667	11.46617	90	242.606	17.81801	16328
1.632667	1.100333	6.767509	60	197.9014	33.24372	16329
1.632667	1.100333	12.11858	80	309.3806	20.55321	16330
1.624667	1.111667	11.31025	100	677.1212	17.47203	16331
1.628667	1.108	6.325359	100	84.61031	39.12032	16332
1.632667	1.100333	12.23599	80	183.3068	24.11857	16333
1.632667	1.100333	14.44695	70	231.2699	41.52588	16334
1.624667	1.111667	6.11613	95	91.72887	16.1573	16335
1.632667	1.100333	11.24723	62	514.7611	41.37096	16336
1.632667	1.100333	5.704042	100	121.0429	20.02038	16337
1.624667	1.111667	8.238721	60	299.674	22.01809	16338
1.628667	1.108	6.45487	60	268.3236	34.43098	16339
1.624667	1.111667	8.074215	54	305.8844	38.65398	16340
1.632667	1.100333	9.427134	59	299.5881	29.0172	16341
1.628667	1.108	13.89449	100	239.7498	34.02006	16342
1.628667	1.108	9.113115	95	109.815	10.62851	16343
1.624667	1.111667	9.648753	45	221.7894	31.87383	16344
1.632667	1.100333	14.59927	65	510.3122	59.27023	16345
1.632667	1.100333	9.087887	63	519.6776	18.29023	16346
1.628667	1.108	10.80769	35	435.7243	27.93278	16347
1.624667	1.111667	12.87012	55	295.6062	28.86816	16348
1.628667	1.108	8.821116	82	263.2514	22.07504	16349
1.624667	1.111667	8.348316	92	274.1459	32.48891	16350
1.628667	1.108	15.00817	40	945.5615	50.22009	16351
1.628667	1.108	3.149484	55	83.72845	12.10867	16352
1.628667	1.108	9.788229	75	372.9514	30.0958	16353
1.632667	1.100333	7.677772	55	178.2402	26.03344	16354
1.624667	1.111667	11.03113	60	504.2664	22.84988	16355
1.632667	1.100333	5.543249	55	132.7387	13.41234	16356
1.624667	1.111667	7.690723	45	128.5255	36.30025	16357
1.628667	1.108	9.197021	50	752.5878	56.27602	16358
1.632667	1.100333	11.64875	88	297.436	20.60311	16359
1.624667	1.111667	6.768162	55	258.7287	33.12499	16360
1.632667	1.100333	10.60907	50	245.6872	36.12392	16361
1.624667	1.111667	13.5177	60	776.1254	29.30852	16362
1.624667	1.111667	6.439574	80	180.2618	13.83923	16363
1.632667	1.100333	11.21808	100	264.0076	19.65625	16364
1.628667	1.108	10.62252	100	271.9864	33.72552	16365
1.624667	1.111667	11.03975	100	190.7219	32.4797	16366
1.632667	1.100333	9.466978	90	337.4435	33.73104	16367
1.628667	1.108	4.914966	115	48.39967	5.206887	16368
1.632667	1.100333	7.155338	50	163.4331	5.627556	16369
1.632667	1.100333	9.763976	100	157.1984	37.81628	16370
1.632667	1.100333	10.72647	15	573.5218	28.3131	16371
1.624667	1.111667	9.366992	65	247.9425	27.5658	16372
1.632667	1.100333	15.34771	85	305.6956	26.44951	16373
1.628667	1.108	9.142019	70	165.3922	22.54076	16374
1.628667	1.108	4.800652	74	252.0692	24.85123	16375
1.632667	1.100333	10.34692	55	391.3719	65.35049	16376
1.624667	1.111667	7.821696	64	218.3347	64.87141	16377
1.628667	1.108	8.759461	60	719.3412	64.9474	16378
1.628667	1.108	6.061945	51	71.81025	8.413974	16379
1.632667	1.100333	6.042969	60	103.4056	25.30702	16380
1.628667	1.108	7.034644	60	105.034	22.14004	16381
1.632667	1.100333	12.34179	55	297.5076	29.50155	16382
1.632667	1.100333	6.897989	60	379.1208	28.01273	16383
1.628667	1.108	8.37667	60	382.0885	36.62188	16384
1.628667	1.108	6.617554	60	141.3202	20.58456	16385
1.628667	1.108	5.43994	70	72.13243	20.48223	16386
1.628667	1.108	9.471476	37	380.4796	20.44214	16387
1.628667	1.108	8.029198	42	250.3367	48.25645	16388
1.632667	1.100333	20.76379	130	72.83296	1.331943	16389
1.628667	1.108	7.847239	62	273.9751	24.61074	16390
1.632667	1.100333	9.388452	60	430.0833	16.77813	16391
1.632667	1.100333	8.609152	40	289.4103	47.55459	16392
1.628667	1.108	11.20771	50	485.6025	55.43599	16393
1.628667	1.108	13.62897	50	1084.923	28.32551	16394
1.632667	1.100333	8.788482	60	375.2556	68.5142	16395
1.628667	1.108	9.221034	85	481.3694	22.49375	16396
1.628667	1.108	13.70569	35	216.036	35.71363	16397
1.628667	1.108	13.00499	70	138.0081	23.08386	16398
1.632667	1.100333	9.151737	100	105.8144	17.47722	16399
1.628667	1.108	11.60018	93	846.931	32.64552	16400
1.632667	1.100333	9.518201	44	277.2896	29.38246	16401
1.632667	1.100333	11.43096	68	218.2543	26.70519	16402
1.628667	1.108	9.152564	72	197.5011	21.07053	16403
1.628667	1.108	16.13573	95	182.7071	11.82924	16404
1.628667	1.108	7.753928	100	125.354	19.23966	16405
1.628667	1.108	9.686764	60	136.2429	31.34546	16406
1.632667	1.100333	5.037958	50	209.5618	22.5909	16407
1.628667	1.108	10.54348	60	267.9634	17.56456	16408
1.628667	1.108	8.730554	60	79.15961	16.69094	16409
1.632667	1.100333	8.168563	79	214.2509	35.39406	16410
1.628667	1.108	9.178589	57	362.1551	19.92107	16411
1.628667	1.108	5.873574	60	231.6009	25.50278	16412
1.632667	1.100333	5.772572	100	139.3414	24.27163	16413
1.628667	1.108	7.688323	80	188.026	15.21821	16414
1.632667	1.100333	15.06828	84	256.4263	29.19661	16415
1.632667	1.100333	14.68218	59	207.3766	27.89365	16416
1.628667	1.108	13.81672	40	710.2155	47.32372	16417
1.628667	1.108	10.50328	70	368.2428	35.3128	16418
1.628667	1.108	6.608793	100	66.95544	13.53791	16419
1.632667	1.100333	9.140154	100	133.8345	29.99019	16420
1.632667	1.100333	11.4366	40	430.0892	25.86629	16421
1.632667	1.100333	7.321146	65	191.0301	56.35368	16422
1.628667	1.108	5.360169	45	74.20535	15.62066	16423
1.628667	1.108	10.57498	40	193.7817	33.77534	16424
1.632667	1.100333	16.72341	71	294.645	59.17136	16425
1.632667	1.100333	11.54482	40	178.87	33.56504	16426
1.632667	1.100333	6.876326	105	98.20527	4.708498	16427
1.628667	1.108	5.824618	76	113.2058	27.05578	16428
1.632667	1.100333	3.716753	40	135.4304	26.51204	16429
1.632667	1.100333	10.69725	60	478.3832	28.2757	16430
1.628667	1.108	11.17523	100	94.07835	7.637777	16431
1.632667	1.100333	8.333784	60	148.9364	26.3906	16432
1.628667	1.108	5.727262	68	138.9055	21.55651	16433
1.628667	1.108	9.256601	72	90.7597	18.78818	16434
1.628667	1.108	9.254461	80	192.7308	20.82755	16435
1.632667	1.100333	8.781797	60	271.4117	42.21582	16436
1.632667	1.100333	8.698709	85	141.0654	29.65983	16437
1.632667	1.100333	15.82939	105	129.4217	42.66072	16438
1.632667	1.100333	3.574773	60	221.8704	18.35108	16439
1.628667	1.108	12.41827	100	244.3886	23.24793	16440
1.628667	1.108	11.82099	60	268.9848	39.05165	16441
1.632667	1.100333	12.01859	100	201.6268	16.5533	16442
1.632667	1.100333	7.854228	60	157.6756	25.73044	16443
1.628667	1.108	5.623921	55	221.3898	40.67189	16444
1.628667	1.108	12.91748	60	345.4685	38.38916	16445
1.628667	1.108	11.06552	80	152.0061	34.71258	16446
1.628667	1.108	7.143085	100	165.8548	21.52438	16447
1.632667	1.100333	4.668941	50	206.5485	23.26057	16448
1.632667	1.100333	19.95996	108	112.9405	34.53499	16449
1.628667	1.108	8.12703	55	159.0848	29.15857	16450
1.632667	1.100333	6.546543	60	199.7852	31.24927	16451
1.632667	1.100333	14.72483	100	220.7097	41.16915	16452
1.632667	1.100333	13.24173	90	554.3534	14.25648	16453
1.628667	1.108	13.14453	70	448.0364	66.85642	16454
1.628667	1.108	14.23397	71	726.0374	32.40006	16455
1.632667	1.100333	10.84303	40	290.468	47.45573	16456
1.628667	1.108	7.881233	60	121.8651	21.67801	16457
1.628667	1.108	8.968636	60	106.3616	23.85823	16458
1.628667	1.108	11.68972	80	159.0555	13.31954	16459
1.628667	1.108	6.307801	60	433.6955	22.09095	16460
1.628667	1.108	4.097428	60	124.7304	21.45237	16461
1.632667	1.100333	5.954738	100	259.3682	63.33609	16462
1.632667	1.100333	7.223889	60	257.8107	23.97503	16463
1.628667	1.108	5.886443	97	79.33817	20.20165	16464
1.628667	1.108	11.0821	100	157.1698	40.68388	16465
1.628667	1.108	9.326699	52	276.0525	59.9892	16466
1.632667	1.100333	14.58421	100	379.7781	45.4784	16467
1.628667	1.108	12.10052	100	370.2325	58.51647	16468
1.632667	1.100333	10.822	102	703.2489	37.93987	16469
1.632667	1.100333	14.89873	66	223.3048	42.98828	16470
1.628667	1.108	7.667948	92	105.6252	8.016526	16471
1.628667	1.108	7.153919	110	55.13723	9.138841	16472
1.632667	1.100333	11.12481	55	486.274	37.29441	16473
1.628667	1.108	18.47267	88	410.6235	26.50914	16474
1.632667	1.100333	11.33012	50	361.3903	32.73351	16475
1.632667	1.100333	10.89861	100	67.22202	30.35189	16476
1.628667	1.108	4.160766	80	69.8247	27.77006	16477
1.628667	1.108	13.53081	105	135.3247	17.01423	16478
1.628667	1.108	13.18659	60	149.3139	38.17762	16479
1.632667	1.100333	9.600492	60	531.1213	39.74417	16480
1.628667	1.108	2.360183	75	102.9217	17.28905	16481
1.628667	1.108	8.476755	100	121.5072	28.27642	16482
1.628667	1.108	9.409593	100	220.0455	2.94546	16483
1.628667	1.108	17.34386	100	518.5792	33.22123	16484
1.632667	1.100333	8.760008	55	247.1016	27.52683	16485
1.632667	1.100333	7.801925	60	146.0742	55.9271	16486
1.632667	1.100333	11.69682	65	320.3448	19.19622	16487
1.632667	1.100333	7.791653	38	120.2434	26.99044	16488
1.628667	1.108	11.69346	60	321.9679	48.29958	16489
1.632667	1.100333	9.763762	60	291.809	22.24487	16490
1.628667	1.108	7.276118	75	220.3853	24.85123	16491
1.632667	1.100333	5.338873	100	76.25401	14.00636	16492
1.628667	1.108	6.937767	60	195.7617	28.8595	16493
1.632667	1.100333	3.948816	100	106.6389	19.69683	16494
1.628667	1.108	3.700066	120	59.91866	4.513321	16495
1.632667	1.100333	19.64395	100	358.8978	30.59906	16496
1.628667	1.108	19.38851	90	161.511	15.15136	16497
1.624667	1.111667	6.181361	40	289.6022	25.68777	16498
1.624667	1.111667	10.80611	45	318.9815	22.37224	16499
1.628667	1.108	15.48957	42	448.2605	24.44732	16500
1.624667	1.111667	11.73496	70	372.3782	31.08638	16501
1.632667	1.100333	4.368596	90	127.4225	19.55701	16502
1.628667	1.108	11.94661	60	689.2588	52.82192	16503
1.624667	1.111667	6.670583	55	476.9807	29.06388	16504
1.628667	1.108	15.06068	76	293.404	35.59338	16505
1.624667	1.111667	16.38856	65	283.6499	25.76803	16506
1.624667	1.111667	16.96256	80	337.4479	21.03563	16507
1.624667	1.111667	11.35211	50	199.0661	13.7829	16508
1.628667	1.108	8.953236	80	228.1861	11.88002	16509
1.632667	1.100333	5.306649	60	93.33637	4.924154	16510
1.624667	1.111667	16.13963	85	297.5898	53.38163	16511
1.632667	1.100333	11.77703	100	156.8319	18.24079	16512
1.624667	1.111667	11.34334	50	242.8376	30.56208	16513
1.632667	1.100333	9.367817	64	221.4027	26.80031	16514
1.628667	1.108	14.69235	40	1272.621	42.0219	16515
1.624667	1.111667	7.468129	50	718.8609	45.35726	16516
1.624667	1.111667	10.9341	90	153.6232	6.123861	16517
1.632667	1.100333	13.27598	40	204.0963	22.37084	16518
1.632667	1.100333	5.582014	60	106.3425	24.32106	16519
1.624667	1.111667	9.953553	50	186.1625	20.68966	16520
1.624667	1.111667	8.176007	100	114.9467	13.80464	16521
1.632667	1.100333	10.35324	91	201.7577	16.16461	16522
1.624667	1.111667	12.73685	60	445.5436	39.24112	16523
1.624667	1.111667	9.689582	60	182.6886	22.01809	16524
1.632667	1.100333	21.01978	80	105.8085	29.01219	16525
1.628667	1.108	11.75146	50	233.897	68.53104	16526
1.624667	1.111667	9.103731	90	309.1996	21.83139	16527
1.624667	1.111667	8.65918	76	224.3419	47.19179	16528
1.624667	1.111667	10.58478	60	100.172	11.38587	16529
1.624667	1.111667	5.790635	44	856.0342	32.5596	16530
1.628667	1.108	8.684491	50	113.9966	21.05046	16531
1.628667	1.108	19.23423	72	272.8695	42.31464	16532
1.624667	1.111667	14.01194	59	552.8608	52.45198	16533
1.632667	1.100333	11.46585	92	137.9505	37.71741	16534
1.624667	1.111667	7.652812	60	498.6535	17.15926	16535
1.624667	1.111667	11.99173	100	120.3249	61.30814	16536
1.624667	1.111667	8.181085	30	360.4557	36.99039	16537
1.628667	1.108	10.92785	55	352.1171	33.18522	16538
1.624667	1.111667	7.931085	60	144.4261	25.39499	16539
1.632667	1.100333	10.95563	60	509.3248	28.17684	16540
1.628667	1.108	14.58257	75	270.6142	19.75146	16541
1.632667	1.100333	15.95172	92	554.717	28.07797	16542
1.628667	1.108	9.201086	60	168.1318	32.50702	16543
1.624667	1.111667	8.506657	50	128.2009	20.15878	16544
1.624667	1.111667	7.734241	75	247.5797	22.97368	16545
1.628667	1.108	11.39895	60	292.3837	27.00005	16546
1.632667	1.100333	12.56518	100	264.3612	29.06058	16547
1.624667	1.111667	10.16564	80	138.777	12.90399	16548
1.624667	1.111667	7.625573	60	110.9688	17.88648	16549
1.628667	1.108	8.338762	100	167.9459	29.20915	16550
1.628667	1.108	17.66319	53	332.8289	33.63649	16551
1.624667	1.111667	9.321676	60	893.7823	27.2535	16552
1.628667	1.108	11.45116	62	374.6281	10.69147	16553
1.632667	1.100333	15.44872	90	725.6509	36.245	16554
1.628667	1.108	9.630035	100	114.9919	14.9909	16555
1.632667	1.100333	13.65439	55	353.7261	33.09677	16556
1.624667	1.111667	12.53344	80	275.0478	29.02685	16557
1.632667	1.100333	16.7125	90	161.8497	33.50617	16558
1.624667	1.111667	7.892194	65	327.9305	32.73355	16559
1.632667	1.100333	9.751616	63	295.7585	25.1672	16560
1.632667	1.100333	14.12253	99	91.47376	12.72342	16561
1.628667	1.108	10.40212	83	186.3783	33.84476	16562
1.624667	1.111667	7.488453	46	470.2263	41.34507	16563
1.624667	1.111667	9.352864	55	250.3686	20.97397	16564
1.624667	1.111667	6.381222	70	96.79726	31.36354	16565
1.628667	1.108	13.96689	87	173.6774	34.02847	16566
1.624667	1.111667	8.016396	50	394.9897	51.17982	16567
1.624667	1.111667	8.756292	42	157.1773	18.88663	16568
1.624667	1.111667	7.152835	40	345.4972	26.76679	16569
1.624667	1.111667	7.018913	100	32.49174	16.09767	16570
1.624667	1.111667	4.033885	100	69.48411	17.68401	16571
1.632667	1.100333	8.498319	55	138.3669	25.06256	16572
1.632667	1.100333	8.196791	30	215.8834	32.08205	16573
1.624667	1.111667	8.489779	60	313.2163	34.44608	16574
1.632667	1.100333	8.737276	65	230.0507	18.59576	16575
1.628667	1.108	9.308353	70	454.3989	38.09462	16576
1.624667	1.111667	7.917138	90	206.9833	30.44631	16577
1.624667	1.111667	10.07124	89	158.631	26.38477	16578
1.632667	1.100333	10.46472	50	275.5815	55.40279	16579
1.624667	1.111667	15.12069	80	269.6056	14.87718	16580
1.624667	1.111667	8.575271	45	392.2109	37.05154	16581
1.624667	1.111667	13.52656	76	293.0808	23.01145	16582
1.624667	1.111667	11.00123	25	562.7299	40.65062	16583
1.632667	1.100333	15.3895	60	544.0227	52.64619	16584
1.624667	1.111667	9.292712	27	155.6289	35.98734	16585
1.624667	1.111667	11.18924	50	321.3404	30.28316	16586
1.628667	1.108	8.141525	100	334.8983	25.52732	16587
1.632667	1.100333	8.503528	48	287.2198	37.07478	16588
1.624667	1.111667	12.37386	60	250.702	32.53784	16589
1.628667	1.108	2.93358	80	109.5382	46.86662	16590
1.624667	1.111667	10.49032	55	311.2578	11.79191	16591
1.624667	1.111667	10.06556	95	87.52092	17.09145	16592
1.632667	1.100333	10.61194	64	279.333	41.91037	16593
1.624667	1.111667	10.24003	55	196.7327	36.32799	16594
1.632667	1.100333	12.79161	50	309.2157	23.69911	16595
1.624667	1.111667	9.749548	85	208.9783	37.43075	16596
1.624667	1.111667	5.292583	53	220.8467	66.15212	16597
1.628667	1.108	5.486176	67	147.9136	9.780081	16598
1.624667	1.111667	12.14468	70	320.8162	75.84007	16599
